"objectid","poi_id","kategorie","name","anzahl_pp","markierung","sicherheit","dach","signalisation","bemerkung","gebuehr","oeffentlicher_grund","geometry"
"11935","vap11935","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2682358 1248157.9)"
"6536","vap6536","Zweirad","Velo","57","","","","","","0","öffentlicher Grund","POINT (2681866.5 1245930.9)"
"11973","vap11973","Zweirad","Velo","22","","","","","","0","öffentlicher Grund","POINT (2678931.8 1249861.1)"
"104899","vap104899","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2683704.8 1248152.1)"
"104750","vap104750","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2681709.8 1247373.2)"
"104484","vap104484","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2685092.5 1251884.8)"
"12488","vap12488","Zweirad","Velo","38","","","","","","0","öffentlicher Grund","POINT (2679364 1248387.6)"
"7373","vap7373","Zweirad","Velo","36","","","","","","0","öffentlicher Grund","POINT (2683294 1251893.5)"
"7056","vap7056","Zweirad","Velo","100","","","","","","0","öffentlicher Grund","POINT (2679325.2 1248138.6)"
"7055","vap7055","Zweirad","Velo","100","","","","","","0","öffentlicher Grund","POINT (2679203.5 1248189.8)"
"7054","vap7054","Zweirad","Velo","52","","","","","","0","öffentlicher Grund","POINT (2679259 1248148.8)"
"7053","vap7053","Zweirad","Velo","92","","","","","3 Pfosten-Gruppen","0","öffentlicher Grund","POINT (2679261.2 1248184.4)"
"2057","vap2057","Zweirad","Velo","16","","","","","","0","öffentlicher Grund","POINT (2683122.5 1247880.4)"
"12165","vap12165","Zweirad","Velo","100","","","","","","0","öffentlicher Grund","POINT (2679052.5 1249658)"
"8971","vap8971","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2683112.5 1247597.5)"
"9632","vap9632","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2684779.8 1245007.5)"
"105054","vap105054","Zweirad","Velo","16","","","","","","0","öffentlicher Grund","POINT (2682386.5 1248212)"
"104907","vap104907","Zweirad","Velo","22","","","","","","0","öffentlicher Grund","POINT (2686646.8 1251087.4)"
"104847","vap104847","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2679419.8 1249437.5)"
"104804","vap104804","Zweirad","Velo","16","","","","","","0","öffentlicher Grund","POINT (2679833 1247581.9)"
"104802","vap104802","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2679933.8 1247599.2)"
"104717","vap104717","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2682987.2 1244156.9)"
"104521","vap104521","Zweirad","Velo","88","","","","","","0","öffentlicher Grund","POINT (2679804.2 1249171.2)"
"5443","vap5443","Zweirad","Velo","64","","","","","","0","öffentlicher Grund","POINT (2682312.2 1244460.9)"
"5135","vap5135","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2682464.5 1244112.5)"
"9629","vap9629","Zweirad","Velo","7","","","","","","0","öffentlicher Grund","POINT (2684295 1245375)"
"3468","vap3468","Zweirad","Velo","38","","","","","","0","öffentlicher Grund","POINT (2683705.2 1247500)"
"1412","vap1412","Zweirad","Velo","26","","","","","","0","öffentlicher Grund","POINT (2684260.2 1247474.8)"
"40","vap40","Zweirad","Velo","210","","","","","","0","öffentlicher Grund","POINT (2683794.2 1246754.8)"
"7334","vap7334","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2683693.5 1246979.1)"
"9279","vap9279","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2682612.5 1250257.9)"
"104703","vap104703","Zweirad","Velo","7","","","","","","0","öffentlicher Grund","POINT (2682766.5 1243188.9)"
"9277","vap9277","Zweirad","Velo","12","","","","","Im Parking ""Guggach""","0","öffentlicher Grund","POINT (2682601.2 1250383.6)"
"9271","vap9271","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2684853.2 1251742)"
"9269","vap9269","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2685418.8 1251518.6)"
"7304","vap7304","Zweirad","Velo","90","","","","","","0","öffentlicher Grund","POINT (2684188.2 1251845.8)"
"104622","vap104622","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2682396.2 1249290.1)"
"9262","vap9262","Zweirad","Velo","25","","","","","weitere auf anderer Seite","0","öffentlicher Grund","POINT (2684225.5 1251285.8)"
"9000","vap9000","Zweirad","Velo","48","","","","","","0","öffentlicher Grund","POINT (2683923 1251311.6)"
"9902","vap9902","Zweirad","Velo","9","","","","","","0","öffentlicher Grund","POINT (2681719 1245692.1)"
"12489","vap12489","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2679409.8 1248350)"
"105015","vap105015","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2682758.8 1249433.6)"
"105013","vap105013","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2682770.5 1249420.2)"
"104637","vap104637","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2682460 1243211.8)"
"104310","vap104310","Zweirad","Velo","16","","","","","","0","öffentlicher Grund","POINT (2679685.5 1249203.2)"
"11856","vap11856","Zweirad","Velo","63","","","","","","0","öffentlicher Grund","POINT (2679904 1250049.6)"
"11852","vap11852","Zweirad","Velo","16","","","","","","0","öffentlicher Grund","POINT (2681306.2 1249204)"
"11851","vap11851","Zweirad","Velo","52","","","","","","0","öffentlicher Grund","POINT (2681235.8 1249215.4)"
"11850","vap11850","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2681544 1249108.2)"
"11849","vap11849","Zweirad","Velo","20","","","","","teilw. mit Bügel","0","öffentlicher Grund","POINT (2681498.5 1249164.1)"
"105047","vap105047","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2681342 1247319.5)"
"104970","vap104970","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2685155.2 1251769)"
"104969","vap104969","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2685167.2 1251822.1)"
"104968","vap104968","Zweirad","Velo","7","","","","","","0","öffentlicher Grund","POINT (2685177 1251821)"
"104791","vap104791","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2680260.5 1246693.6)"
"104661","vap104661","Zweirad","Velo","3","","","","","","0","öffentlicher Grund","POINT (2682380 1243632.1)"
"104660","vap104660","Zweirad","Velo","2","","","","","","0","öffentlicher Grund","POINT (2682385 1243593.5)"
"104572","vap104572","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2684118.5 1246482.9)"
"104559","vap104559","Zweirad","Velo","3","","","","","","0","öffentlicher Grund","POINT (2682553.5 1247183)"
"104399","vap104399","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2679403.2 1247299.2)"
"104398","vap104398","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2679391.5 1247313.1)"
"11207","vap11207","Zweirad","Velo","20","","","","","","0","öffentlicher Grund","POINT (2681218.5 1248528.9)"
"104940","vap104940","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2683641 1252625.2)"
"11181","vap11181","Zweirad","Velo","20","","","","","Bushaltestelle Linie 80 Ri Altstetten","0","öffentlicher Grund","POINT (2680685.8 1251428.8)"
"11837","vap11837","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2683399.2 1247561.2)"
"11836","vap11836","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2683396.5 1247522.5)"
"11835","vap11835","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2683398.2 1247441.5)"
"104920","vap104920","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2683489 1253099.2)"
"104741","vap104741","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2681176.8 1247991.4)"
"104601","vap104601","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2682496 1246620.5)"
"104522","vap104522","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2679731.5 1249200.5)"
"13454","vap13454","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2687502.5 1246355.4)"
"7371","vap7371","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2683239 1247628.9)"
"11864","vap11864","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2681296.5 1249094)"
"11862","vap11862","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2681957.5 1249346.6)"
"557","vap557","Zweirad","Velo","64","","","","","","0","öffentlicher Grund","POINT (2681489.8 1248886.4)"
"10870","vap10870","Zweirad","Velo","192","","","","","Auf Hardbrücke","0","öffentlicher Grund","POINT (2681405 1248797.4)"
"10869","vap10869","Zweirad","Velo","192","","","","","Auf Hardbrücke","0","öffentlicher Grund","POINT (2681427.2 1248785.1)"
"5257","vap5257","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2679154.2 1247727.1)"
"429","vap429","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2679482.8 1247840.2)"
"9918","vap9918","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2679774.5 1246911.1)"
"9917","vap9917","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2680114 1246619.5)"
"11500","vap11500","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2681535.8 1249427.2)"
"11499","vap11499","Zweirad","Velo","48","","","","","","0","öffentlicher Grund","POINT (2681525.8 1249404.8)"
"11498","vap11498","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2681510.5 1249378.2)"
"104964","vap104964","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2684464.8 1251170)"
"104937","vap104937","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2683028.5 1249659.2)"
"104910","vap104910","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2687075.5 1251128.4)"
"104805","vap104805","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2679752.8 1247491)"
"104488","vap104488","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2681692 1252128.1)"
"104891","vap104891","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2684176.2 1247885.8)"
"11185","vap11185","Zweirad","Velo","60","","","","","","0","öffentlicher Grund","POINT (2680929.2 1251289.1)"
"11184","vap11184","Zweirad","Velo","34","","","","","überdacht","0","öffentlicher Grund","POINT (2680891.2 1251234)"
"10862","vap10862","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2682787.2 1252606.9)"
"104789","vap104789","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2680237.5 1246884.2)"
"104777","vap104777","Zweirad","Velo","22","","","","","","0","öffentlicher Grund","POINT (2680173.2 1246945.5)"
"104772","vap104772","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2681559.8 1246338.4)"
"104756","vap104756","Zweirad","Velo","24","","","","","","0","öffentlicher Grund","POINT (2680979.2 1247936.9)"
"104693","vap104693","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2681289.5 1242216.9)"
"13121","vap13121","Zweirad","Velo","30","","","","","","0","öffentlicher Grund","POINT (2678589.2 1251821.1)"
"9911","vap9911","Zweirad","Velo","12","","","","","","0","öffentlicher Grund","POINT (2681560.8 1246341.9)"
"9910","vap9910","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2681525.5 1246354.5)"
"9907","vap9907","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2681421.5 1246608.2)"
"9904","vap9904","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2682599.5 1246559.1)"
"9903","vap9903","Zweirad","Velo","14","","","","","","0","öffentlicher Grund","POINT (2682626 1246574.8)"
"10232","vap10232","Zweirad","Velo","20","","","","","Schule Kanzlei","0","öffentlicher Grund","POINT (2682094.8 1247725.5)"
"3010","vap3010","Zweirad","Velo","20","","","","","Schule Kanzlei","0","öffentlicher Grund","POINT (2682109.5 1247720)"
"7267","vap7267","Zweirad","Velo","8","","","","","","0","öffentlicher Grund","POINT (2681872.5 1247860.4)"
"104889","vap104889","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2684557.5 1246799.6)"
"104807","vap104807","Zweirad","Velo","8","","","","","beim Schulhaus Uto","0","öffentlicher Grund","POINT (2679832.8 1248145.4)"
"104547","vap104547","Zweirad","Velo","12","","","","","je links und rechts einen","0","öffentlicher Grund","POINT (2681833.5 1247773.4)"
"104387","vap104387","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2687279.5 1250271)"
"3851","vap3851","Zweirad","Velo","6","","","","","","0","öffentlicher Grund","POINT (2683913 1246000)"
"12520","vap12520","Zweirad","Velo","15","","","","","","0","öffentlicher Grund","POINT (2683175.5 1249770)"
"3342","vap3342","Zweirad","Velo","4","","","","","","0","öffentlicher Grund","POINT (2682436.8 1249720.4)"
"12208","vap12208","Zweirad","Velo","40","","","","","","0","öffentlicher Grund","POINT (2682385.5 1249300)"
"7321","vap7321","Zweirad","Velo","5","","","","","","0","öffentlicher Grund","POINT (2683442.2 1247333.8)"
"7322","vap7322","Zweirad","Velo","7","","","","","","0","öffentlicher Grund","POINT (2683458.2 1247343)"
"295","vap295","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2683437.8 1247126.8)"
"12207","vap12207","Zweirad","Velo","18","","","","","","0","öffentlicher Grund","POINT (2683411 1247296.9)"
"105046","vap105046","Zweirad","Velo","10","","","","","","0","öffentlicher Grund","POINT (2680704.5 1245376.6)"
"3356","vap3356","Zweirad","Motorrad","2","","","","","","0","öffentlicher Grund","POINT (2686171 1245300.8)"
"104893","vap104893","Zweirad","Motorrad","15","","","","","","0","öffentlicher Grund","POINT (2684514.5 1247478.8)"
"12169","vap12169","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2682978 1246857.4)"
"104974","vap104974","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2684311.2 1252033.4)"
"104390","vap104390","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2687263.2 1251041.1)"
"4482","vap4482","Zweirad","Motorrad","18","","","","","","0","öffentlicher Grund","POINT (2682393.5 1246096.5)"
"2246","vap2246","Zweirad","Motorrad","2","","","","","","0","öffentlicher Grund","POINT (2683168.2 1243207)"
"100653","vap100653","Zweirad","Motorrad","10","","","","","","0","öffentlicher Grund","POINT (2681366.2 1246464.9)"
"23216","vap23216","Zweirad","Motorrad","37","","","","","","0","öffentlicher Grund","POINT (2680022.8 1246753.8)"
"13441","vap13441","Zweirad","Motorrad","2","","","","","","0","öffentlicher Grund","POINT (2683853 1248528.8)"
"15718","vap15718","Zweirad","Motorrad","18","","","","","im Parkhaus ""Dolder Grand Hotel""","gebührenpflichtig","öffentlicher Grund","POINT (2685771.5 1247483.2)"
"100328","vap100328","Zweirad","Motorrad","8","","","","","","0","öffentlicher Grund","POINT (2682106.8 1248711.6)"
"15425","vap15425","Zweirad","Motorrad","5","","","","","","gebührenpflichtig","öffentlicher Grund","POINT (2683049.2 1252073.2)"
"15719","vap15719","Zweirad","Motorrad","3","","","","","im Parkhaus ""Hotel Zürichberg""","gebührenpflichtig","öffentlicher Grund","POINT (2685210.8 1248586.9)"
"105026","vap105026","Zweirad","Motorrad","2","","","","","Kostenpflichtig in Parkhaus","0","öffentlicher Grund","POINT (2684234.2 1246546.5)"
"104473","vap104473","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2681058.8 1249717)"
"12804","vap12804","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2682953.2 1248568.4)"
"100973","vap100973","Zweirad","Motorrad","3","","","","","","0","öffentlicher Grund","POINT (2680102.2 1250619.1)"
"1935","vap1935","Zweirad","Motorrad","12","","","","","","0","öffentlicher Grund","POINT (2682154.2 1247353.5)"
"1928","vap1928","Zweirad","Motorrad","28","","","","","Im Parkhaus ""Stampfenbach""","gebührenpflichtig","öffentlicher Grund","POINT (2683117 1249006.6)"
"8322","vap8322","Zweirad","Motorrad","3","","","","","im Parkhaus Gull","gebührenpflichtig","öffentlicher Grund","POINT (2682434 1248233)"
"104604","vap104604","Zweirad","Motorrad","25","","","","","","0","öffentlicher Grund","POINT (2683626.2 1251888.5)"
"100664","vap100664","Zweirad","Motorrad","10","","","","","nur für Besucher des Pflegezentrums","0","öffentlicher Grund","POINT (2680936.8 1246490.1)"
"100642","vap100642","Zweirad","Motorrad","7","","","","","","0","öffentlicher Grund","POINT (2681447.2 1246409.4)"
"100326","vap100326","Zweirad","Motorrad","8","","","","","","0","öffentlicher Grund","POINT (2682146 1248685.6)"
"23851","vap23851","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2680762.5 1249754.5)"
"23534","vap23534","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2680860.2 1249332.2)"
"22898","vap22898","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2679840 1246671.9)"
"23538","vap23538","Zweirad","Motorrad","4","","","","","Strassenverkehrsamt","0","öffentlicher Grund","POINT (2681144.5 1245237.1)"
"23537","vap23537","Zweirad","Motorrad","4","","","","","Strassenverkehrsamt","0","öffentlicher Grund","POINT (2681135.2 1245230.1)"
"23865","vap23865","Zweirad","Motorrad","4","","","","","","gebührenpflichtig","öffentlicher Grund","POINT (2681648.8 1245655.6)"
"23220","vap23220","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2680044.8 1246832.1)"
"2902","vap2902","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2683632.2 1247696.5)"
"7292","vap7292","Zweirad","Motorrad","15","","","","","unter Brücke","0","öffentlicher Grund","POINT (2681740 1249306.8)"
"157","vap157","Zweirad","Motorrad","19","","","","","","0","öffentlicher Grund","POINT (2683254.2 1247826.1)"
"104500","vap104500","Zweirad","Motorrad","2","","","","","","0","öffentlicher Grund","POINT (2681507.8 1246123.4)"
"7589","vap7589","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2681173 1247077.2)"
"7248","vap7248","Zweirad","Motorrad","3","","","","","","0","öffentlicher Grund","POINT (2681318 1247869.4)"
"5252","vap5252","Zweirad","Motorrad","6","","","","","","0","öffentlicher Grund","POINT (2681250 1248063.4)"
"4295","vap4295","Zweirad","Motorrad","4","","","","","<Null>","0","öffentlicher Grund","POINT (2685932.2 1250960.2)"
"4170","vap4170","Zweirad","Motorrad","3","","","","","","0","öffentlicher Grund","POINT (2686442 1245767.4)"
"104369","vap104369","Zweirad","Motorrad","15","","","","","","0","öffentlicher Grund","POINT (2685827.5 1245163.4)"
"104367","vap104367","Zweirad","Motorrad","6","","","","","","0","öffentlicher Grund","POINT (2685814 1245149.8)"
"10241","vap10241","Zweirad","Motorrad","14","","","","","","0","öffentlicher Grund","POINT (2680744.5 1252766)"
"254","vap254","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2682758.8 1247079.8)"
"104590","vap104590","Zweirad","Motorrad","10","","","","","","0","öffentlicher Grund","POINT (2685478.5 1244869.1)"
"10245","vap10245","Zweirad","Motorrad","10","","","","","im Parkhaus","0","öffentlicher Grund","POINT (2680618.8 1246940)"
"9289","vap9289","Zweirad","Motorrad","15","","","","","","0","öffentlicher Grund","POINT (2679711 1248602.8)"
"4294","vap4294","Zweirad","Motorrad","2","","","","","","0","öffentlicher Grund","POINT (2683752.2 1250782)"
"8967","vap8967","Zweirad","Motorrad","20","","","","","im Parkhaus Europaallee","0","öffentlicher Grund","POINT (2682729.8 1248052)"
"8961","vap8961","Zweirad","Motorrad","3","","","","","beim Zürcher HB","0","öffentlicher Grund","POINT (2682924.8 1248232.1)"
"104880","vap104880","Zweirad","Motorrad","11","","","","","","0","öffentlicher Grund","POINT (2681576.8 1248910.9)"
"104871","vap104871","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2679176 1249808.4)"
"7300","vap7300","Zweirad","Motorrad","28","","","","","","0","öffentlicher Grund","POINT (2683945.8 1252146.2)"
"8647","vap8647","Zweirad","Motorrad","16","","","","","auf Sportanlage Heerenschürli","0","öffentlicher Grund","POINT (2687152.2 1250665.8)"
"8643","vap8643","Zweirad","Motorrad","9","","","","","","0","öffentlicher Grund","POINT (2679173.2 1249519.9)"
"371","vap371","Zweirad","Motorrad","6","","","","","","0","öffentlicher Grund","POINT (2679326.8 1250479.9)"
"17319","vap17319","Zweirad","Motorrad","2","","","","","","gebührenpflichtig","öffentlicher Grund","POINT (2681897 1249442.9)"
"16364","vap16364","Zweirad","Motorrad","34","","","","","","0","öffentlicher Grund","POINT (2683887.8 1248131.6)"
"11871","vap11871","Zweirad","Motorrad","30","","","","","","0","öffentlicher Grund","POINT (2681391.2 1249363.2)"
"11818","vap11818","Zweirad","Motorrad","4","","","","","auf Parkierungsanlage","gebührenpflichtig","öffentlicher Grund","POINT (2680920 1249792.6)"
"11510","vap11510","Zweirad","Motorrad","4","","","","","","gebührenpflichtig","öffentlicher Grund","POINT (2681078.5 1249766)"
"11507","vap11507","Zweirad","Motorrad","3","","","","","auf Parkierungsanlage","gebührenpflichtig","öffentlicher Grund","POINT (2681316.2 1249668.2)"
"16684","vap16684","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2682926.8 1247094.4)"
"16383","vap16383","Zweirad","Motorrad","6","","","","","im Parkhaus ""Accu""","gebührenpflichtig","öffentlicher Grund","POINT (2683180 1252143.4)"
"16382","vap16382","Zweirad","Motorrad","3","","","","","im Parkhaus ""Schiffbau""","gebührenpflichtig","öffentlicher Grund","POINT (2681529.5 1249304.9)"
"16378","vap16378","Zweirad","Motorrad","7","","","","","im Parkhaus ""Parkside""","gebührenpflichtig","öffentlicher Grund","POINT (2683082.8 1251891.9)"
"16376","vap16376","Zweirad","Motorrad","5","","","","","im Parkhaus ""Neumarkt""","gebührenpflichtig","öffentlicher Grund","POINT (2679194.8 1249249.8)"
"21933","vap21933","Zweirad","Motorrad","32","","","","","bei Schulthess Klinik","0","öffentlicher Grund","POINT (2685728.2 1245262.5)"
"21612","vap21612","Zweirad","Motorrad","10","","","","","","0","öffentlicher Grund","POINT (2683978.5 1248116.4)"
"21305","vap21305","Zweirad","Motorrad","28","","","","","","0","öffentlicher Grund","POINT (2683965.2 1248129.2)"
"2375","vap2375","Zweirad","Motorrad","3","","","","","<Null>","0","öffentlicher Grund","POINT (2683655.2 1248444)"
"7283","vap7283","Zweirad","Motorrad","3","","","","","","0","öffentlicher Grund","POINT (2682670.2 1246947.1)"
"7315","vap7315","Zweirad","Motorrad","4","","","","","","0","öffentlicher Grund","POINT (2682982.2 1249959.1)"
"4939","vap4939","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2683204 1248979)"
"7180","vap7180","Zweirad","Motorrad","12","","","","","","0","öffentlicher Grund","POINT (2681918.2 1247424.5)"
"7596","vap7596","Zweirad","Motorrad","3","","","","","","0","öffentlicher Grund","POINT (2681578.8 1246612)"
"11967","vap11967","Zweirad","Motorrad","3","","","","","","0","öffentlicher Grund","POINT (2683692.5 1249607.6)"
"11964","vap11964","Zweirad","Motorrad","10","","","","","","0","öffentlicher Grund","POINT (2682077.8 1243935.5)"
"11968","vap11968","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2683332.8 1249938.2)"
"11969","vap11969","Zweirad","Motorrad","3","","","","","","0","öffentlicher Grund","POINT (2683367 1250046.4)"
"11965","vap11965","Zweirad","Motorrad","8","","","","","","0","öffentlicher Grund","POINT (2683713.2 1248264.1)"
"11963","vap11963","Zweirad","Motorrad","75","","","","","","0","öffentlicher Grund","POINT (2682859.8 1245510.8)"
"8004","vap8004","Zweirad","Motorrad","2","","","","","","0","öffentlicher Grund","POINT (2678935 1249134.5)"
"7273","vap7273","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2681465.5 1247436.2)"
"3848","vap3848","Zweirad","Motorrad","15","","","","","","0","öffentlicher Grund","POINT (2684028.8 1247509.5)"
"3842","vap3842","Zweirad","Motorrad","6","","","","","","0","öffentlicher Grund","POINT (2683716.5 1247840.6)"
"11942","vap11942","Zweirad","Motorrad","20","","","","","","0","öffentlicher Grund","POINT (2680585.5 1249986.5)"
"11940","vap11940","Zweirad","Motorrad","6","","","","","unterhalb der Polyterrasse, ETH Zürich","0","öffentlicher Grund","POINT (2683704.8 1247872.2)"
"11928","vap11928","Zweirad","Motorrad","20","","","","","","0","öffentlicher Grund","POINT (2682825 1247917.4)"
"11927","vap11927","Zweirad","Motorrad","30","","","","","","0","öffentlicher Grund","POINT (2682808.2 1247898.1)"
"104629","vap104629","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2682966.2 1249340.8)"
"104731","vap104731","Zweirad","Motorrad","8","","","","","","0","öffentlicher Grund","POINT (2682738.5 1250633.1)"
"16999","vap16999","Zweirad","Motorrad","60","","","","","in PH?","0","öffentlicher Grund","POINT (2683918.5 1248122.2)"
"14449","vap14449","Zweirad","Motorrad","9","","","","","","0","öffentlicher Grund","POINT (2682207.8 1247137.5)"
"4161","vap4161","Zweirad","Motorrad","6","","","","","","0","öffentlicher Grund","POINT (2683698.2 1248149.2)"
"15723","vap15723","Zweirad","Motorrad","3","","","","","im Parkhaus ""Züri 11""","gebührenpflichtig","öffentlicher Grund","POINT (2683508.5 1251699.4)"
"15429","vap15429","Zweirad","Motorrad","5","","","","","im Parkhaus ""Solidapark""","gebührenpflichtig","öffentlicher Grund","POINT (2679280.2 1249068.1)"
"15427","vap15427","Zweirad","Motorrad","3","","","","","im Parkhaus ""Albisriederdörfli""","gebührenpflichtig","öffentlicher Grund","POINT (2679015.5 1247775.9)"
"104102","vap104102","Zweirad","Motorrad","12","","","","","im Parkhaus ""Aldi Seebach""","0","öffentlicher Grund","POINT (2684381.8 1252673.8)"
"104101","vap104101","Zweirad","Motorrad","9","","","","","im Parkhaus ""Hürlimann""","gebührenpflichtig","öffentlicher Grund","POINT (2682139.5 1246634.4)"
"15424","vap15424","Zweirad","Motorrad","6","","","","","im Parkhaus ""Binzmühlepark""","gebührenpflichtig","öffentlicher Grund","POINT (2683252.8 1252123.6)"
"104098","vap104098","Zweirad","Motorrad","20","","","","","im Parkhaus ""Octavo""","gebührenpflichtig","öffentlicher Grund","POINT (2682874.8 1252004.5)"
"15419","vap15419","Zweirad","Motorrad","5","","","","","im Parkhaus ""Jungholz""","gebührenpflichtig","öffentlicher Grund","POINT (2683408.5 1251934.6)"
"104086","vap104086","Zweirad","Motorrad","50","","","","","im Parkhaus Technopark","0","öffentlicher Grund","POINT (2681303.2 1249310.6)"
"15415","vap15415","Zweirad","Motorrad","1","","","","","im Parkhaus Marriot I","gebührenpflichtig","öffentlicher Grund","POINT (2683202.5 1248539.4)"
"11829","vap11829","Zweirad","Motorrad","15","","","","","unter der Hardbrücke, daher überdacht","0","öffentlicher Grund","POINT (2681747.5 1249298.1)"
"104593","vap104593","Zweirad","Motorrad","5","","","","","","0","öffentlicher Grund","POINT (2685962 1245179.8)"
"13451","vap13451","Zweirad","Motorrad","7","","","","","","0","öffentlicher Grund","POINT (2682564.8 1248951)"
"260","vap260","Zweirad","Motorrad","6","","","","","","0","öffentlicher Grund","POINT (2683025.5 1247160.6)"
"5253","vap5253","Zweirad","Motorrad","7","","","","","","0","öffentlicher Grund","POINT (2682368.2 1248171.6)"
"11936","vap11936","Zweirad","Motorrad","7","","","","","","0","öffentlicher Grund","POINT (2682340.8 1248152.1)"
"104486","vap104486","Zweirad","Motorrad","12","","","","","","0","öffentlicher Grund","POINT (2685132.8 1251876.5)"
