"objectid","poi_id","kategorie","name","anzahl_pp","markierung","sicherheit","dach","signalisation","bemerkung","gebuehr","oeffentlicher_grund","geometry"
"7281","vap7281","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2683129.5 1247064.5)"
"104699","vap104699","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2682613.2 1243424.4)"
"7682","vap7682","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2684717.8 1252151.1)"
"8332","vap8332","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2679530 1249242.5)"
"12162","vap12162","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682499.2 1246720.6)"
"104862","vap104862","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2679007.8 1249717.9)"
"104863","vap104863","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2678970 1249733.1)"
"104887","vap104887","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2685079.8 1246176.9)"
"105024","vap105024","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681537 1250031.4)"
"9610","vap9610","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2684246 1245885.6)"
"9612","vap9612","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2684044.8 1246126.4)"
"9613","vap9613","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2683895 1246490.9)"
"12812","vap12812","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2680577.8 1250172.1)"
"9615","vap9615","Zweirad","Beide","16","","","","","auf 2 Stationen verteilt","0","öffentlicher Grund","POINT (2684260.8 1246578.9)"
"9623","vap9623","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2684292.2 1246218.1)"
"9624","vap9624","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2684606.5 1246299.1)"
"9625","vap9625","Zweirad","Beide","24","","","","","Hegibachplatz","0","öffentlicher Grund","POINT (2684756 1246250.5)"
"485","vap485","Zweirad","Beide","13","","","","","","0","öffentlicher Grund","POINT (2684283.2 1245799.2)"
"489","vap489","Zweirad","Beide","9","","","","","","0","öffentlicher Grund","POINT (2684368 1245644.2)"
"504","vap504","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2684634 1245530.2)"
"235","vap235","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2681950 1247865.1)"
"5575","vap5575","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681837.2 1247683.8)"
"7564","vap7564","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681518.2 1248077.2)"
"227","vap227","Zweirad","Beide","9","","","","","teilweise mit Bügel","0","öffentlicher Grund","POINT (2681628.8 1248268.9)"
"10219","vap10219","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681969.5 1248211.8)"
"10220","vap10220","Zweirad","Beide","15","","","","","","0","öffentlicher Grund","POINT (2682058.5 1248339.8)"
"12813","vap12813","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2680487.2 1250239.6)"
"10222","vap10222","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682120.2 1247983)"
"5260","vap5260","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2681278.5 1247614.2)"
"5580","vap5580","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2681990.2 1247766)"
"10225","vap10225","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682087.5 1247985.8)"
"3014","vap3014","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2681978.2 1247780.5)"
"10226","vap10226","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682034 1248247.4)"
"7250","vap7250","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681109.8 1247660.4)"
"7249","vap7249","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681160.8 1247705.4)"
"10227","vap10227","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2681221.2 1247759.6)"
"104358","vap104358","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2684721.5 1252091.1)"
"104360","vap104360","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2684767.8 1252135.9)"
"104361","vap104361","Zweirad","Beide","11","","","","","","0","öffentlicher Grund","POINT (2684843.2 1252095.8)"
"104447","vap104447","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682102.2 1243404)"
"104596","vap104596","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2685777.2 1245274.2)"
"3379","vap3379","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681320 1247863.1)"
"10228","vap10228","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681282 1247806.5)"
"3374","vap3374","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681585.8 1247594.8)"
"3376","vap3376","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681507.8 1247677.5)"
"10229","vap10229","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682246.5 1248284.6)"
"10230","vap10230","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682192 1248322.8)"
"10231","vap10231","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2682095.2 1248236.1)"
"7559","vap7559","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2681792 1248069.9)"
"230","vap230","Zweirad","Beide","48","","","","","","0","öffentlicher Grund","POINT (2681797.2 1248059.9)"
"7558","vap7558","Zweirad","Beide","9","","","","","teilweise mit Bügel","0","öffentlicher Grund","POINT (2681758.8 1247987.8)"
"11822","vap11822","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2682187.8 1248993.2)"
"173","vap173","Zweirad","Beide","17","","","","","","0","öffentlicher Grund","POINT (2682031.8 1249110.2)"
"11823","vap11823","Zweirad","Beide","29","","","","","","0","öffentlicher Grund","POINT (2681795.8 1249230.4)"
"11824","vap11824","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681794.2 1249247.5)"
"2378","vap2378","Zweirad","Beide","55","","","","","","0","öffentlicher Grund","POINT (2681771.2 1249284.6)"
"11825","vap11825","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2682363.8 1248678.4)"
"11827","vap11827","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682316.5 1248719.5)"
"583","vap583","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682519.2 1248742.6)"
"2694","vap2694","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682562.5 1248765.5)"
"580","vap580","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682572.5 1248745.2)"
"1745","vap1745","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682592.8 1248719.2)"
"3481","vap3481","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2684495 1245493.4)"
"3537","vap3537","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2684361.5 1245706.8)"
"44","vap44","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2684865.2 1246893.8)"
"7601","vap7601","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2684927 1246750.9)"
"7602","vap7602","Zweirad","Beide","7","","","","","","0","öffentlicher Grund","POINT (2685088.8 1246440)"
"3536","vap3536","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2685201.2 1246522.4)"
"104336","vap104336","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2681957.5 1249049.8)"
"104337","vap104337","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2681306.5 1248459)"
"104338","vap104338","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2681298.2 1248456.5)"
"104567","vap104567","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683680.5 1247259.4)"
"104769","vap104769","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2681002 1245876)"
"104773","vap104773","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2684265.5 1248247.6)"
"104977","vap104977","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2684635.8 1252129.4)"
"7257","vap7257","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681897.8 1247247.8)"
"7265","vap7265","Zweirad","Beide","9","","","","","","0","öffentlicher Grund","POINT (2681511.2 1247210.6)"
"7244","vap7244","Zweirad","Beide","34","","","","","","0","öffentlicher Grund","POINT (2681398.2 1247206.4)"
"14443","vap14443","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2684023 1246596.2)"
"15078","vap15078","Zweirad","Beide","20","","","","","unterhalb der Hardbrücke, daher überdacht","0","öffentlicher Grund","POINT (2681835 1249471)"
"15080","vap15080","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681344.2 1248179)"
"7563","vap7563","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2681077 1248096.5)"
"5251","vap5251","Zweirad","Beide","20","","","","","2 Standorte","0","öffentlicher Grund","POINT (2680892.2 1247982.5)"
"3534","vap3534","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2680870 1247957.2)"
"15081","vap15081","Zweirad","Beide","24","","","","","3 Stationen","0","öffentlicher Grund","POINT (2680862.8 1247993.1)"
"456","vap456","Zweirad","Beide","15","","","","","Sportanlage","0","öffentlicher Grund","POINT (2687858.8 1246645.6)"
"3538","vap3538","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2684989.2 1244827.9)"
"15727","vap15727","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2683169.5 1243608.5)"
"15729","vap15729","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2682451.2 1246507.4)"
"15730","vap15730","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682214 1245832.2)"
"15731","vap15731","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2682879.8 1244417.5)"
"16038","vap16038","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2679853 1246953.5)"
"7595","vap7595","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2681578.8 1246536.6)"
"16040","vap16040","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682975 1249110)"
"16042","vap16042","Zweirad","Beide","3","","","","","","0","öffentlicher Grund","POINT (2683734.8 1253278)"
"16043","vap16043","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2684349 1252393.8)"
"7587","vap7587","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2685116.8 1244852.4)"
"16045","vap16045","Zweirad","Beide","50","","","","","","0","öffentlicher Grund","POINT (2683226 1248520.4)"
"114","vap114","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2683293.5 1248771.8)"
"4942","vap4942","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2683575.5 1249144.6)"
"14128","vap14128","Zweirad","Beide","34","","","","","","0","öffentlicher Grund","POINT (2681810.2 1246101.9)"
"6087","vap6087","Zweirad","Beide","50","","","","","","0","öffentlicher Grund","POINT (2681225.2 1249316.9)"
"8001","vap8001","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2677691.5 1250308.4)"
"104633","vap104633","Zweirad","Beide","9","","","","","","0","öffentlicher Grund","POINT (2682551.8 1245211.4)"
"16689","vap16689","Zweirad","Beide","32","","","","","","0","öffentlicher Grund","POINT (2680820.8 1248134.6)"
"22263","vap22263","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2684368.5 1252047)"
"17643","vap17643","Zweirad","Beide","50","","","","","","0","öffentlicher Grund","POINT (2681827 1245607.2)"
"104363","vap104363","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682458.5 1244290.9)"
"14120","vap14120","Zweirad","Beide","42","","","","","","0","öffentlicher Grund","POINT (2684221.8 1251979.1)"
"14121","vap14121","Zweirad","Beide","38","","","","","","0","öffentlicher Grund","POINT (2683931.2 1251754)"
"14122","vap14122","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2683867.5 1251640.1)"
"104959","vap104959","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2683163.5 1251785.9)"
"17666","vap17666","Zweirad","Beide","7","","","","","","0","öffentlicher Grund","POINT (2682031.2 1248925.4)"
"104697","vap104697","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682596 1243769.4)"
"15417","vap15417","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681567.2 1249298)"
"20982","vap20982","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2682515.5 1250625.9)"
"22264","vap22264","Zweirad","Beide","60","","","","","","0","öffentlicher Grund","POINT (2684329.2 1252042.2)"
"22570","vap22570","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2684597.2 1252097.6)"
"22571","vap22571","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2684551.8 1252014.4)"
"8002","vap8002","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2679648.5 1250474.2)"
"104843","vap104843","Zweirad","Beide","40","","","","","","0","öffentlicher Grund","POINT (2682204.5 1247774.1)"
"16680","vap16680","Zweirad","Beide","60","","","","","","0","öffentlicher Grund","POINT (2682422.2 1246629)"
"16688","vap16688","Zweirad","Beide","40","","","","","","0","öffentlicher Grund","POINT (2680869.5 1248460.4)"
"14445","vap14445","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2681212 1247176.8)"
"14446","vap14446","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2681264 1247161)"
"7264","vap7264","Zweirad","Beide","32","","","","","","0","öffentlicher Grund","POINT (2681598.5 1247289.8)"
"332","vap332","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2681555.8 1247361)"
"104555","vap104555","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2682738.5 1246605.6)"
"331","vap331","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681633.5 1247426.4)"
"5261","vap5261","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681663.5 1247459)"
"7263","vap7263","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2681743.5 1247433.4)"
"336","vap336","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2681650.8 1247319.4)"
"7260","vap7260","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2681797.8 1247330.5)"
"104565","vap104565","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2680804.2 1246843.6)"
"7259","vap7259","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681889 1247291.4)"
"5584","vap5584","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681996 1247274)"
"1422","vap1422","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682122.2 1247321.5)"
"4801","vap4801","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682107.8 1248177.6)"
"4802","vap4802","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682105.5 1248164.6)"
"4803","vap4803","Zweirad","Beide","2","","","","","","0","öffentlicher Grund","POINT (2681499 1248040.5)"
"4804","vap4804","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681506 1248055)"
"4805","vap4805","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681542 1248117)"
"4806","vap4806","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681534.5 1248105.9)"
"4807","vap4807","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2681526.2 1248091.4)"
"104824","vap104824","Zweirad","Beide","48","","","","","","0","öffentlicher Grund","POINT (2679279.2 1248027.1)"
"66","vap66","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682205.2 1247202.9)"
"1421","vap1421","Zweirad","Beide","36","","","","","","0","öffentlicher Grund","POINT (2682208.2 1247147.5)"
"3503","vap3503","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2682234 1247069.1)"
"14450","vap14450","Zweirad","Beide","24","","","","","bei Sportanlage Sihlhölzli","0","öffentlicher Grund","POINT (2682190.2 1247012.5)"
"14451","vap14451","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682093.5 1247094.9)"
"14452","vap14452","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682267.8 1247061.1)"
"14453","vap14453","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682324.8 1247084)"
"14758","vap14758","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682271.2 1247228.2)"
"6082","vap6082","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2681103.5 1245496.8)"
"7664","vap7664","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682248.5 1247291.9)"
"1730","vap1730","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682342 1247307.9)"
"1731","vap1731","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682359.8 1247329.6)"
"104726","vap104726","Zweirad","Beide","50","","","","","","0","öffentlicher Grund","POINT (2681588.8 1248158.8)"
"14759","vap14759","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2682269.2 1247404.2)"
"14760","vap14760","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2682464.5 1247317.8)"
"105055","vap105055","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2682579.2 1248189.8)"
"14761","vap14761","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682387.5 1247679.4)"
"412","vap412","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2680968.2 1247897.6)"
"427","vap427","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2680553.8 1248075.1)"
"714","vap714","Zweirad","Beide","62","","","","","","0","öffentlicher Grund","POINT (2680264 1248225)"
"4945","vap4945","Zweirad","Beide","76","","","","","","0","öffentlicher Grund","POINT (2680299.2 1248279.1)"
"104850","vap104850","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2678453.5 1248765.2)"
"15400","vap15400","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2681752.5 1247618.5)"
"15401","vap15401","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681879.5 1247608.6)"
"329","vap329","Zweirad","Beide","28","","","","","","0","öffentlicher Grund","POINT (2682011.5 1247427.6)"
"88","vap88","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681995 1247366.8)"
"15402","vap15402","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2681251.8 1249365.8)"
"6081","vap6081","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2680784 1245698.1)"
"6083","vap6083","Zweirad","Beide","28","","","","","","0","öffentlicher Grund","POINT (2682075.2 1249104)"
"12174","vap12174","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2681361 1248118.5)"
"12175","vap12175","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2681372 1248134.9)"
"104395","vap104395","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2684972 1244645.2)"
"104445","vap104445","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682166.5 1243475.4)"
"104956","vap104956","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682670.5 1251089.2)"
"15409","vap15409","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682915.2 1247506.8)"
"269","vap269","Zweirad","Beide","11","","","","","","0","öffentlicher Grund","POINT (2682883.5 1247481.4)"
"15411","vap15411","Zweirad","Beide","28","","","","","","0","öffentlicher Grund","POINT (2682946.5 1247496.8)"
"2702","vap2702","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682360.2 1247785.4)"
"13800","vap13800","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682323.2 1247758.9)"
"13801","vap13801","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682297.2 1247723.4)"
"220","vap220","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682232.8 1247708)"
"2704","vap2704","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2682204.2 1247746.1)"
"13802","vap13802","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682053.5 1247736.1)"
"13806","vap13806","Zweirad","Beide","12","","","","","","0","öffentlicher Grund","POINT (2681752.5 1247579.1)"
"1738","vap1738","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2681938.5 1247413.9)"
"1739","vap1739","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2681921.8 1247420.9)"
"7582","vap7582","Zweirad","Beide","22","","","","","","0","öffentlicher Grund","POINT (2681956.2 1247432.6)"
"95","vap95","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2681978 1247452.1)"
"1742","vap1742","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681984.5 1247466.5)"
"13808","vap13808","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682016.8 1247572.2)"
"104524","vap104524","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2685124.5 1251851.9)"
"104719","vap104719","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2683025.2 1243939.8)"
"104834","vap104834","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2679669 1249057.4)"
"104950","vap104950","Zweirad","Beide","110","","","","","","0","öffentlicher Grund","POINT (2682581 1251832.9)"
"104951","vap104951","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682413 1251436.9)"
"13809","vap13809","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682023.8 1247541.4)"
"14129","vap14129","Zweirad","Beide","38","","","","","","0","öffentlicher Grund","POINT (2681782 1246089.1)"
"14130","vap14130","Zweirad","Beide","34","","","","","","0","öffentlicher Grund","POINT (2681773.8 1246095.5)"
"7361","vap7361","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2681820.2 1246121.9)"
"104362","vap104362","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682457.2 1244302.5)"
"16044","vap16044","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2683456.2 1248991.8)"
"166","vap166","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2683548.8 1248358.8)"
"16048","vap16048","Zweirad","Beide","13","","","","","bei Hochschulgebäude","0","öffentlicher Grund","POINT (2683539.2 1248325.6)"
"12524","vap12524","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683074.5 1249605.4)"
"12523","vap12523","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2683073.2 1249596.5)"
"385","vap385","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683081.2 1249442.9)"
"384","vap384","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2683075 1249479.1)"
"12525","vap12525","Zweirad","Beide","16","","","","","unterhalb der Hardturmrampe, daher überdacht","0","öffentlicher Grund","POINT (2681781.5 1249466.6)"
"12527","vap12527","Zweirad","Beide","23","","","","","teilweise überdacht","0","öffentlicher Grund","POINT (2682282.2 1249101.8)"
"12531","vap12531","Zweirad","Beide","20","","","","","","0","öffentlicher Grund","POINT (2682164 1247110.6)"
"12532","vap12532","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2681750 1247348.1)"
"11880","vap11880","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2681978 1246004.9)"
"12838","vap12838","Zweirad","Beide","24","","","","","bei Sportanlage Sihlhölzli","0","öffentlicher Grund","POINT (2682107.8 1247014.9)"
"7590","vap7590","Zweirad","Beide","25","","","","","","0","öffentlicher Grund","POINT (2681069 1246961.9)"
"134","vap134","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682923.8 1248491.4)"
"578","vap578","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682978.2 1248528.9)"
"382","vap382","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2682224.5 1249462.9)"
"104595","vap104595","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2685932.2 1245189)"
"13160","vap13160","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682277.5 1249725.6)"
"104877","vap104877","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2681452.2 1248848.8)"
"13479","vap13479","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682493 1243612.5)"
"13480","vap13480","Zweirad","Beide","36","","","","","am Bhf. Wollishofen","0","öffentlicher Grund","POINT (2682723 1244681.1)"
"2062","vap2062","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2683615.8 1247732.8)"
"13483","vap13483","Zweirad","Beide","30","","","","","","0","öffentlicher Grund","POINT (2684068 1247481.9)"
"13484","vap13484","Zweirad","Beide","24","","","","","unmittelbar bei Hochschulgebäude","0","öffentlicher Grund","POINT (2684118.2 1247501.5)"
"104534","vap104534","Zweirad","Beide","18","","","","","","0","öffentlicher Grund","POINT (2682676 1248338.9)"
"13489","vap13489","Zweirad","Beide","70","","","","","öffentlich zugängliche Zweiradabstellplätze bei der Universität Zürich","0","öffentlicher Grund","POINT (2683824.8 1247762.5)"
"6853","vap6853","Zweirad","Beide","30","","","","","<Null>","0","öffentlicher Grund","POINT (2683809.8 1247944.4)"
"13490","vap13490","Zweirad","Beide","40","","","","","Töffligarage unter dem HG, nachts geschlossen, tagsüber öffentlich zugänglich","0","öffentlicher Grund","POINT (2683769.8 1247934.1)"
"11923","vap11923","Zweirad","Beide","6","","","","","","0","öffentlicher Grund","POINT (2682511.8 1248552.4)"
"11914","vap11914","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682306.2 1248765.2)"
"11913","vap11913","Zweirad","Beide","54","","","","","","0","öffentlicher Grund","POINT (2680941 1251526.1)"
"11921","vap11921","Zweirad","Beide","4","","","","","","0","öffentlicher Grund","POINT (2682431.2 1248516.6)"
"11919","vap11919","Zweirad","Beide","14","","","","","","0","öffentlicher Grund","POINT (2682384.2 1248553.2)"
"11910","vap11910","Zweirad","Beide","32","","","","","","0","öffentlicher Grund","POINT (2681807.8 1249421.8)"
"11916","vap11916","Zweirad","Beide","16","","","","","","0","öffentlicher Grund","POINT (2682318 1248710.8)"
"11915","vap11915","Zweirad","Beide","5","","","","","","0","öffentlicher Grund","POINT (2682305.2 1248720.4)"
"11932","vap11932","Zweirad","Beide","27","","","","","bei ZHAW","0","öffentlicher Grund","POINT (2682606.2 1247978.8)"
"104869","vap104869","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2678986 1249667.8)"
"104941","vap104941","Zweirad","Beide","15","","","","","","0","öffentlicher Grund","POINT (2683089 1252394.6)"
"11918","vap11918","Zweirad","Beide","10","","","","","","0","öffentlicher Grund","POINT (2682335.8 1248577.2)"
"11917","vap11917","Zweirad","Beide","24","","","","","","0","öffentlicher Grund","POINT (2682337 1248599.2)"
"11924","vap11924","Zweirad","Beide","8","","","","","","0","öffentlicher Grund","POINT (2682649.2 1248426.1)"
