NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N,fixed_geometry,district_id
8591107,617,,,"Zürich, Zentrum Witikon",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,91,701,703,704,N16,N19",2686724,1245909,POINT (47.35832256830894 8.586590639311284),7
8591072,455,,,"Zürich, Berghaldenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N16,N19",2686986,1245949,POINT (47.3586477761705 8.590066003697141),7
8591194,1220,,,"Zürich, Hirzenbach",Zürich,Tram,&nbsp;,2,,110,5,Tram,9,2686996,1250909,POINT (47.40325306437945 8.591162629382145),12
8591432,3772,,,"Zürich, Wiesliacher",Zürich,Bus,&nbsp;,0,,110,2,Bus,91,2687501,1245575,POINT (47.3552161043961 8.596809046050701),7
8594239,6759,,,"Zürich, Schiffbau",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"4,8,33,72,83,N5,N8",2681637,1249140,POINT (47.38802995204389 8.519852074133132),5
8591154,916,,,"Zürich, Frymannstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N12",2681665,1243259,POINT (47.33513607740355 8.519150441404998),2
8591418,2801,,,"Zürich, Waidhof",Zürich,Bus,&nbsp;,0,,110,2,Bus,"62,N1",2681822,1253127,POINT (47.42386332686923 8.523031627938249),11
8503011,13042,,,Zürich Wiedikon,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S2,S8,SN8,S24",2681899,1247341,POINT (47.37181833842243 8.522992422873685),3
8591110,648,,,"Zürich, Löwenbräu",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"4,6,13,N1,N4,N5,N7,N13",2682101,1249191,POINT (47.38843094995072 8.52600601654988),5
8591415,2795,,,"Zürich, Waffenplatzstrasse",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"5,10,13,66,72,N12",2682123,1246195,POINT (47.36148400870191 8.525747679366564),2
8591427,6238,,,"Zürich, Werd",Zürich,Tram,&nbsp;,2,,110,5,Tram,"9,14",2682185,1247430,POINT (47.37258314395646 8.526795003096625),4
8591059,199,,,"Zürich, Bahnhof Enge/Bederstr.",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"5,10,13,200,210,444,445,N12",2682474,1246541,POINT (47.36455190321679 8.530457248577422),2
8591076,3587,,,"Zürich, Berufswahlschule",Zürich,Bus,&nbsp;,0,,110,2,Bus,40,2682629,1250971,POINT (47.40437304462291 8.533327028859937),6
8591241,3141,,,"Zürich, Landiwiese",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165,N15",2682780,1245037,POINT (47.35098742945507 8.534229734482967),2
8591326,2108,,,"Zürich, Rotbuchstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,"32,33",2682860,1249518,POINT (47.39127674026881 8.536117802761719),6
8503681,2952,,,"Zürich Wollishofen, Schiffst.",Zürich,Schiff,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp1.gif"" ALT=""Schiffsstation"">",1,,110,4,Schiff,3730,2682985,1244430,POINT (47.34550263371278 8.536830159129103),2
8591191,6250,,,"Zürich, Himmeri",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,N6",2683006,1252714,POINT (47.4200008997958 8.538644708248183),11
8503000,13030,,,Zürich HB,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"SN1,S2,S3,S5,SN5,S6,SN6,S7,SN7,S8,SN8,S9,SN9,S11,S12,S14,S15,S16,S19,S21,S24,S25,S42",2683018,1248099,POINT (47.37849529150847 8.537946979781211),4
8503088,14011,,,Zürich HB SZU,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S4,SN4,S10",2683101,1248002,POINT (47.37761247242563 8.539027908408851),1
8591093,601,,,"Zürich, Kantonalbank",Zürich,Tram,&nbsp;,2,,110,5,Tram,"2,8,9,11",2683170,1246953,POINT (47.36816971670511 8.53974656829361),1
8591071,435,,,"Zürich, Beckenhof",Zürich,Tram,&nbsp;,2,,110,5,Tram,"11,14",2683198,1248723,POINT (47.384084438039 8.540446234485749),6
8587349,413,,,"Zürich, Bahnhofquai/HB",Zürich,"Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"4,6,11,13,14,46",2683302,1247991,POINT (47.37748816440156 8.541687102809018),1
8591187,1175,,,"Zürich, Hertensteinstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,40,2683367,1253039,POINT (47.42287808769296 8.54348879505836),11
8591248,1532,,,"Zürich, Leimgrübelstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,N6",2683371,1253681,POINT (47.42865122815009 8.543661608814002),11
8591339,2164,,,"Zürich, Scheuchzerstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2683459,1249139,POINT (47.38779265223184 8.543979893806988),6
8591229,1399,,,"Zürich, Kinkelstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,10,N11",2683635,1249263,POINT (47.38888550325076 8.54633376012924),6
8591173,1098,,,"Zürich, Haldenbach",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,10,N11",2683784,1248306,POINT (47.38025995401364 8.548127736507793),6
8591164,1008,,,"Zürich, Goldauerstrasse",Zürich,Standseilbahn,&nbsp;,0,,110,6,Bergbahn,23,2683913,1248979,POINT (47.38629604779286 8.549961988707492),6
8576196,1456,,,"Zürich, Kreuzstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,4,912,916,N18",2683936,1246410,POINT (47.36318919471543 8.549784812369651),8
8530813,1453,,,"Zürich, Kreuzplatz",Zürich,"S-Bahn,Tram,Trolleybus","<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,7,Bahn Bus Tram,"8,11,31,S18,SN18",2684247,1246622,POINT (47.36505610929792 8.553941217423391),7
8591330,2145,,,"Zürich, Saatlenstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62,94,N11",2684848,1251718,POINT (47.41080884360206 8.562863043911149),12
8591444,3045,,,"Zürich, Zürichbergstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,N17",2684993,1248153,POINT (47.37872912403927 8.564106579986257),7
8591091,3715,,,"Zürich, Bocklerstrasse",Zürich,,&nbsp;,0,,110,99,,,2685199,1250811,POINT (47.40260665794372 8.567340311233973),12
8591345,2276,,,"Zürich, Schulhaus Buchlern",Zürich,Bus,&nbsp;,0,,110,2,Bus,"35,67,78,N13",2678525,1248724,POINT (47.38466697287051 8.478567640672241),9
8590318,821,,,"Zürich, Farbhof",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,35,N2",2678553,1249415,POINT (47.39087809459562 8.47905973488457),9
8591320,3122,,,"Zürich, Riedhofstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"89,485,N4",2678564,1251533,POINT (47.40992478962496 8.479577505149457),10
8591372,6003,,,"Zürich, Solidapark",Zürich,Bus,&nbsp;,0,,110,2,Bus,35,2679270,1249074,POINT (47.38772545420862 8.488494854565364),9
8591358,2364,,,"Zürich, Segantinistrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2679352,1251268,POINT (47.40744706944471 8.489970023529882),10
8591057,5001,,,"Zürich, Bahnhof Altstetten N",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"4,304,307,308,485",2679370,1249558,POINT (47.39206622288432 8.489904987662566),9
8591035,3797,,,"Zürich, Albisrank",Zürich,Bus,&nbsp;,0,,110,2,Bus,"83,89",2679748,1248201,POINT (47.37981651314965 8.494669247964401),9
8503610,2680,,,"Zürich, Triemli",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"9,14,33,80,215,220,235,236,245,350,N14",2679817,1246895,POINT (47.36806272308307 8.495349984312917),3
8591090,6626,,,"Zürich, Blumenfeldstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,61,2680480,1253099,POINT (47.42377693731742 8.505242933827319),11
8591170,1073,,,"Zürich, Gutstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,67,2680664,1247315,POINT (47.37173683980793 8.506638004173693),3
8591236,1446,,,"Zürich, Altes Krematorium",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"3,33,72,83,N14",2680748,1247991,POINT (47.37780610447553 8.507871995732563),3
8503008,13021,,,Zürich Affoltern,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S6,SN6,S21",2680749,1252787,POINT (47.42093809339143 8.508751222056654),11
8591149,902,,,"Zürich, Friesenberg",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,32,2680778,1246488,POINT (47.36428530202652 8.507998003804177),3
8503052,10902,,,Zürich Friesenberg,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,S10,2680779,1246541,POINT (47.36476183220723 8.508020801482566),3
8591249,1539,,,"Zürich, Lerchenhalde",Zürich,Bus,&nbsp;,0,,110,2,Bus,"37,80",2680848,1251754,POINT (47.41163586420983 8.509876186682908),10
8591226,1379,,,"Zürich, Kempfhofsteig",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N8",2680868,1250179,POINT (47.3974689073788 8.509856293895222),10
8591398,718,,,"Zürich, Toni-Areal",Zürich,Tram,&nbsp;,2,,110,5,Tram,4,2680943,1249370,POINT (47.39018406439583 8.510703273283283),5
8591195,1272,,,"Zürich, Höfliweg",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,32,2680996,1246857,POINT (47.36757712653944 8.510950367463252),3
8591385,2596,,,"Zürich, Strassenverkehrsamt",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"10,13,32,89,N5",2681045,1245254,POINT (47.35315459605888 8.511308929344873),3
8591391,3453,,,"Zürich, Technopark",Zürich,Tram,&nbsp;,2,,110,5,Tram,4,2681295,1249250,POINT (47.38906151516514 8.515343072314806),5
8591047,114,,,"Zürich, Aubrücke",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62,79,94,787,N11,N78",2685547,1251736,POINT (47.41088028097766 8.572126975649756),12
8591232,1425,,,"Zürich, Klosterweg",Zürich,,&nbsp;,0,,,99,,,2685764,1248759,POINT (47.384079151632 8.57443092445415),7
8591340,2251,,,"Zürich, Schlyfi",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N16,N19",2685777,1246370,POINT (47.36259242646 8.574145263124947),7
8530811,421,,,"Zürich, Balgrist",Zürich,"S-Bahn,Tram","<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,8,Bahn Tram,"11,S18,SN18",2685855,1245484,POINT (47.35461415739722 8.57500784293179),8
8591181,1139,,,"Zürich, Heerenwiesen",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,N11",2685874,1251055,POINT (47.40471333612599 8.576328320438087),12
8591271,1620,,,"Zürich, Mattenhof",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,N11",2686985,1250396,POINT (47.39864099979502 8.59091712556766),12
8587652,88,,,"Zürich, Altried",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,94,759,787,N11,N78",2686987,1251190,POINT (47.40578134282885 8.591098085086976),12
8503147,12575,,,Stettbach,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"SN1,S3,S9,SN9,S11,S12",2687374,1250219,POINT (47.39699771012683 8.596034889419878),12
8591824,493,,,"Zürich, Binz",Zürich,Bus,&nbsp;,0,,110,2,Bus,"76,N5",2681560,1246352,POINT (47.36296588681478 8.518324373527147),3
8591350,2298,,,"Zürich, Schwandenholz",Zürich,Bus,&nbsp;,0,,110,2,Bus,"62,N1",2681645,1253124,POINT (47.42385832181044 8.520685552452035),11
8503093,11612,,,Zürich Manegg,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S4,SN4",2681700,1243608,POINT (47.33827047492894 8.519677083664543),2
8591268,1612,,,"Zürich, Manegg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N12",2681753,1243464,POINT (47.33696884186837 8.520352025165618),2
8591366,2771,,,"Zürich, Sihlcity Nord",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"5,10,13,72,200,210,N12",2681920,1246034,POINT (47.36006132799534 8.523031312376425),3
8591306,2014,,,"Zürich, Quellenstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"4,6,13,N1,N4,N5,N7,N13",2682311,1249006,POINT (47.38674097461022 8.528752953773671),5
8591290,1744,,,"Zürich, Nordheimstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,40,2682418,1250876,POINT (47.4035451205281 8.530514465508066),10
8591388,2612,,,"Zürich, Sunnau",Zürich,Bus,&nbsp;,0,,110,2,Bus,"184,185,N12",2682468,1242375,POINT (47.32708588608844 8.529611117905688),2
8591279,1660,,,"Zürich, Morgental",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"7,66,70,72,184,185,N12",2682482,1244250,POINT (47.34394693049197 8.530141302223567),2
8591257,1557,,,"Zürich, Limmatplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"4,6,13,32,N1,N4,N5,N7,N13",2682531,1248771,POINT (47.38460001265308 8.531622912898953),5
8503090,12551,,,Zürich Selnau,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S4,SN4,S10",2682551,1247379,POINT (47.37207873246499 8.531630992655243),4
8591100,547,,,"Zürich, Brunaustrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,N15",2682620,1245607,POINT (47.35613376183272 8.53221751479543),2
8503009,13044,,,Zürich Wollishofen,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S8,SN8,S24",2682756,1244676,POINT (47.3477438081188 8.533845453117573),2
8503044,13035,,,Zürich HB Sihlpost,Zürich,,&nbsp;,0,,,99,,,2682831,1248060,POINT (47.37816808517616 8.535463836324125),4
8591384,2582,,,"Zürich, Stockerstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,"7,8,10,13",2682843,1246915,POINT (47.36786915525177 8.535410816802433),2
8587347,2109,,,"Zürich, Rote Fabrik",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165,N15",2682935,1244129,POINT (47.34280189447428 8.536112850462484),2
8591262,1608,,,"Zürich, Löwenplatz",Zürich,"Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"3,14,31",2682983,1247811,POINT (47.37590961096378 8.537430173643754),1
8591299,1861,,,"Zürich, Paradeplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,7,8,9,10,11,13,N1,N4,N6,N14",2683104,1247126,POINT (47.36973389876288 8.538904994765721),1
8591168,1061,,,"Zürich, Guggachstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,"7,14",2683157,1250015,POINT (47.39570899300161 8.540143493965511),6
8591324,2128,,,"Zürich, Röslistrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,15,N6",2683195,1249232,POINT (47.38866242501427 8.540501156796882),6
8503447,2585,,,"Zürich Storchen, Schiffst.",Zürich,Schiff,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp1.gif"" ALT=""Schiffsstation"">",1,,110,4,Schiff,3734,2683333,1247286,POINT (47.37114392076754 8.54196629125858),1
8591378,2461,,,"Zürich, Stadtgrenze",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165,N15",2683352,1243272,POINT (47.3350419110433 8.541470955291036),2
8591207,1303,,,"Zürich, Im Ebnet",Zürich,Bus,&nbsp;,0,,110,2,Bus,"742,N6",2683372,1253998,POINT (47.43150194811583 8.543734029723577),11
8588078,619,,,"Zürich, Central",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"3,4,6,7,10,15,31,46,N2,N5,N6,N7,N8,N13",2683475,1247918,POINT (47.37680975491612 8.543964002903373),1
8591255,1550,,,"Zürich, Letzistrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,10,39,N11",2683569,1249462,POINT (47.39068354963565 8.54549690992288),6
8591362,2367,,,"Zürich, Seilbahn Rigiblick",Zürich,"Bus,Standseilbahn,Tram,Trolleybus",&nbsp;,2,,110,10,Bergbahn Bus Tram,"9,10,23,33,N11",2683788,1248950,POINT (47.38605115144772 8.548301288807528),6
8591336,2314,,,"Zürich, Schäppiweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2683978,1249363,POINT (47.38974119803544 8.550894808988163),6
8591319,2069,,,"Zürich, Riedgraben",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62,94,N11",2684543,1251713,POINT (47.41080310735013 8.558821389532197),12
8591152,908,,,"Zürich, Frohburg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,N11",2684824,1250979,POINT (47.40416593063278 8.562404867275665),12
8591185,1160,,,"Zürich, Herbstweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62,N11",2684996,1251501,POINT (47.40883822548572 8.564782517869975),12
8591394,2667,,,"Zürich, Titlisstrasse",Zürich,Zahnradbahn,&nbsp;,0,,110,6,Bergbahn,25,2685064,1247287,POINT (47.37093173937953 8.564882057017039),7
8591198,3470,,,"Zürich, Hölderlinsteig",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2685074,1246831,POINT (47.36682948348142 8.564927788452479),7
8591136,872,,,"Zürich, Frankental",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,89,304,308,485,N4",2678725,1251040,POINT (47.4054718313676 8.481623650894052),10
8591428,2872,,,"Zürich, Werdhölzli",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,307",2678766,1250191,POINT (47.39783154474259 8.482017237033801),9
8591068,592,,,"Zürich, Bändliweg",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,78,307",2678994,1250030,POINT (47.39635630419836 8.485008699563625),9
8591436,6015,,,"Zürich, Winzerstrasse Süd",Zürich,Bus,&nbsp;,0,,110,2,Bus,"80,89,304,308",2679068,1250811,POINT (47.4033712589033 8.486126899742132),10
8573711,3156,,,"Zürich, Sädlenweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"215,220,235,236,245,350",2679222,1246853,POINT (47.3677567900086 8.487466084917756),9
8591163,1007,,,"Zürich, Goldackerweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,80,2679251,1247313,POINT (47.37189029721753 8.487931404438706),9
8503001,13022,,,Zürich Altstetten,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"SN1,S5,SN5,S11,S12,S14,S19,S42",2679309,1249511,POINT (47.39165087983598 8.489088787709383),9
8591143,895,,,"Zürich, Friedhof Hönggerberg",Zürich,Bus,&nbsp;,0,,110,2,Bus,38,2679664,1251438,POINT (47.40893827070777 8.4941335495354),10
8591402,2707,,,"Zürich, Tüffenwies",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,80,89,304,308,485",2679724,1250214,POINT (47.39792313595514 8.494710188010378),9
8591265,1592,,,"Zürich, Letzibach",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,83,N2",2679735,1249231,POINT (47.38908130320301 8.494680659782228),9
8591441,2998,,,"Zürich, Zielweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,73,2680000,1245870,POINT (47.35882223041006 8.497589378293409),3
8580912,2160,,,"Zürich, Schaufelbergerstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,14,89,215,220,235,236,245,350,N5",2680301,1246994,POINT (47.3688942784303 8.501774800974934),3
8591033,7,,,"Zürich, Aargauerstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,4,2680319,1249583,POINT (47.39217603157453 8.502477743155104),5
8591213,1316,,,"Zürich, Im Wingert",Zürich,Bus,&nbsp;,0,,110,2,Bus,69,2680785,1250618,POINT (47.40142717322123 8.508836260173377),10
8591153,914,,,"Zürich, Fronwald",Zürich,Bus,&nbsp;,0,,110,2,Bus,"62,N1",2680845,1252902,POINT (47.42196054008556 8.510044111802305),11
8591038,48,,,"Zürich, Albisriederplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,3,33,72,83,N5,N14",2680938,1248039,POINT (47.37821447654032 8.510396300947964),4
8591448,3019,,,"Zürich, Zypressenstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,3,N14",2681195,1247873,POINT (47.37668995219742 8.513768924124077),4
8591270,1615,,,"Zürich, Marbachweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N12",2681387,1242723,POINT (47.33034991960243 8.515375331591622),2
8591060,3029,,,"Zürich, Bahnhof Hardbrücke",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"8,33,72,83,N5,N8",2681433,1248823,POINT (47.38520430124577 8.517092875687204),4
8591349,2294,,,"Zürich, Schwamendingerplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,9,61,62,75,79,N11",2685539,1251037,POINT (47.40459505635997 8.571887240086872),12
8591188,1179,,,"Zürich, Herzogenmühlestrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62,79,N11",2685596,1251364,POINT (47.40752843574672 8.57270490629862),12
8591360,3767,,,"Zürich, Segeten",Zürich,Bus,&nbsp;,0,,110,2,Bus,91,2687310,1245632,POINT (47.35575405173076 8.594292402638994),7
8591162,3444,,,"Zürich, Glockenacker",Zürich,Bus,&nbsp;,0,,110,2,Bus,"701,703,704,N16,N19",2687650,1246213,POINT (47.36093404387823 8.598905816402144),7
8591302,1441,,,"Zürich, Pflegezentr. Käferberg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"38,69",2681457,1250430,POINT (47.39965365746478 8.51770331901117),10
8591329,2550,,,"Zürich, Saalsporthalle",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"5,10,13,89,200,210,444,445",2681725,1245787,POINT (47.35786415457694 8.520405281159849),3
8591269,1614,,,"Zürich, Manesseplatz",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"72,76,N5",2681806,1246639,POINT (47.3655165127399 8.521632963322986),3
8580522,799,,,"Zürich, Escher-Wyss-Platz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"4,6,8,13,33,72,83,N1,N4,N5,N7,N8,N13",2681874,1249415,POINT (47.39047371292791 8.523040908938016),5
8591052,1234,,,"Zürich, Bäckeranlage",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"8,31,N2,N8",2681896,1248103,POINT (47.37867167821752 8.523092126237119),4
8591227,1386,,,"Zürich, Kernstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,32,2681991,1247641,POINT (47.37450491765316 8.524265323840414),4
8591285,1705,,,"Zürich, Neuaffoltern",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,61,62,N1",2681991,1251793,POINT (47.41184527590244 8.52502638980331),11
8591204,1288,,,"Zürich, Hügelstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"66,72",2682222,1245869,POINT (47.35853980779979 8.526998197043749),2
8507183,7039,,,"Zürich, Kantonsschule Enge",Zürich,Bus,&nbsp;,0,,110,2,Bus,66,2682252,1246503,POINT (47.36423789672502 8.527511699721854),2
8591392,2659,,,"Zürich, Thujastrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"66,72,N12",2682296,1244941,POINT (47.35018465677268 8.527807122145052),2
8503010,13026,,,Zürich Enge,Zürich,S-Bahn,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,1,Bahn,"S2,S8,SN8,S24",2682489,1246493,POINT (47.36411834216388 8.530646958089433),2
8585407,6700,,,"Zürich, Bhf Enge Pausenplatz",Zürich,,&nbsp;,0,,,99,,,2682541,1246670,POINT (47.36570366531475 8.531367892772087),2
8591283,1666,,,"Zürich, Museum Rietberg",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,N15",2682563,1246116,POINT (47.36071855821103 8.531556965928862),2
8591064,2551,,,"Zürich, Bahnhof Selnau",Zürich,Tram,&nbsp;,2,,110,5,Tram,8,2682582,1247223,POINT (47.37067187924964 8.532012613395421),1
8591251,1547,,,"Zürich, Lettenstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,46,2682606,1249436,POINT (47.39057118768964 8.532738829849894),10
8591292,1753,,,"Zürich, Nürenbergstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2682656,1249624,POINT (47.39225566251366 8.533435730404136),10
8591430,2889,,,"Zürich, Widmerstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,66,2682701,1243456,POINT (47.3367786788558 8.532892526332855),2
8502495,7022,,,"Zürich, Bahnhof Wollishofen",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,184,185",2682715,1244718,POINT (47.34812667848099 8.533310669664177),2
8591352,3477,,,"Zürich, Schweizer Rück",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165,N15",2682859,1246017,POINT (47.35979106512198 8.53545645384653),2
8591314,2045,,,"Zürich, Regensbergbrücke",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"11,61,62",2683071,1251472,POINT (47.40882307391588 8.53927514882791),11
8591224,1483,,,"Zürich, Käshaldenstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,N6",2683170,1253823,POINT (47.42995369075374 8.541024253272472),11
8503446,3031,,,"Zürich Landesmuseum, Schiffst.",Zürich,Schiff,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp1.gif"" ALT=""Schiffsstation"">",1,,110,4,Schiff,3734,2683288,1248172,POINT (47.37911773180328 8.541535426985229),1
8591298,1856,,,"Zürich, Ottikerstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,15,N6",2683345,1248848,POINT (47.38519002512766 8.542416035895727),6
