NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N,fixed_geometry,district_id
8591233,1430,,,"Zürich, Klusplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"3,8,31,33,701,703,704,N16,N19",2685186,1246519,POINT (47.36400909000458 8.566351004365719),7
8591274,1640,,,"Zürich, Micafil",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,N2",2678206,1249650,POINT (47.39303283506273 8.47450533686651),9
8591328,2140,,,"Zürich, Rütihof",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,46,2678395,1251951,POINT (47.41370415605247 8.477411868149577),10
8591311,2034,,,"Zürich, Rautistrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"67,78,80,N13",2678944,1248583,POINT (47.38334882657105 8.48409111987166),9
8591036,47,,,"Zürich, Albisrieden",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"3,80,N13",2679010,1247587,POINT (47.37438344416047 8.484789233603985),9
8591197,1231,,,"Zürich, Hohenklingensteig",Zürich,Bus,&nbsp;,0,,110,2,Bus,"80,89,304,308",2679379,1250590,POINT (47.40134631393065 8.490207340848483),10
8591254,1549,,,"Zürich, Letzipark West",Zürich,Bus,&nbsp;,0,,110,2,Bus,"83,89",2679874,1248931,POINT (47.38636644404829 8.496467873835247),9
8591046,6627,,,"Zürich, Aspholz",Zürich,Bus,&nbsp;,0,,110,2,Bus,61,2680159,1253229,POINT (47.4249852275958 8.501012496878403),11
8591151,904,,,"Zürich, Friesenbergstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,73,89,N5",2680562,1246238,POINT (47.36206337607575 8.505093883741718),3
8591074,467,,,"Zürich, Bernoulli-Häuser",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,8,N13",2680787,1249766,POINT (47.39376458904066 8.50870884931639),5
8591045,3151,,,"Zürich, Appenzellerstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,38,2680841,1250339,POINT (47.3989111581736 8.509527600214543),10
8591390,2638,,,"Zürich, Talwiesenstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,14,N5",2680894,1247119,POINT (47.36994593424158 8.509647471522415),3
8591182,1143,,,"Zürich, Hegianwandweg",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,89,N5",2680941,1245641,POINT (47.35664784712372 8.510002520143328),3
8591084,3714,,,"Zürich, Binz Center",Zürich,Bus,&nbsp;,0,,110,2,Bus,76,2681012,1246226,POINT (47.36190029767796 8.511048010455781),3
8591416,2799,,,"Zürich, Waidbadstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"38,69",2681144,1250350,POINT (47.39897282585119 8.513542943885572),10
8591210,1310,,,"Zürich, Im Hüsli",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N12",2681188,1242485,POINT (47.32823398683713 8.512699798043704),2
8591177,1122,,,"Zürich, Hardplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"8,31,33,72,83,N2,N5,N8",2681244,1248502,POINT (47.38234075897212 8.514531862707935),4
8591132,859,,,"Zürich, Flobotstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2685287,1248363,POINT (47.38057972804686 8.568039226989399),7
8591104,580,,,"Zürich, Burgwies",Zürich,Tram,&nbsp;,2,,110,5,Tram,11,2685612,1245859,POINT (47.35801827561624 8.571863603767472),8
8591347,2329,,,"Zürich, Schürgistrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"94,787,N78",2686114,1251517,POINT (47.40883686170611 8.579596510880874),12
8591263,1587,,,"Zürich, Luchswiesen",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,94,787,N11,N78",2686591,1251306,POINT (47.40687674435279 8.585874777700816),12
8591245,1519,,,"Zürich, Laubegg",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"5,10,13,89,N5",2681473,1245880,POINT (47.35873174170379 8.517086937987672),3
8591417,2800,,,"Zürich, Waidfussweg",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,N4",2681516,1249969,POINT (47.39550042813616 8.51840078044288),10
8591169,1076,,,"Zürich, Güterbahnhof",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"8,31,N2,N8",2681658,1248282,POINT (47.38031103353934 8.519973589927185),4
8591414,6019,,,"Zürich, Waffenplatz-/Bederstr.",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"66,72",2682180,1246216,POINT (47.36166576607937 8.526505987060652),2
8591425,2858,,,"Zürich, Weihersteig",Zürich,Bus,&nbsp;,0,,110,2,Bus,69,2682287,1250246,POINT (47.39789571294767 8.528663245503056),10
8591216,1354,,,"Zürich, Jugendherberge",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"66,72,N12",2682317,1244689,POINT (47.34791568351353 8.528038721224629),2
8591381,2556,,,"Zürich, Stauffacher",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"2,3,8,9,14,N14",2682369,1247526,POINT (47.3734235356202 8.529248604787151),4
8591111,649,,,"Zürich, Dangelstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"184,185,N12",2682483,1243204,POINT (47.33453962449877 8.529962040856551),2
8591106,586,,,"Zürich, Butzenstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,70,184,185,N12",2682499,1243968,POINT (47.34140864463785 8.530314328034507),2
8591217,1356,,,"Zürich, Kalchbühlweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,66,2682591,1243872,POINT (47.34053375342452 8.531513892651985),2
8591404,2689,,,"Zürich, Tunnelstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,"7,10,13",2682628,1246720,POINT (47.36614243368234 8.532528744765461),2
8591383,6117,,,"Zürich, Stierenried",Zürich,Bus,&nbsp;,0,,110,2,Bus,64,2682772,1252335,POINT (47.41662191676158 8.535473875058925),11
8591317,2055,,,"Zürich, Rentenanstalt",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"5,161,165,N12,N15",2682822,1246416,POINT (47.36338408721491 8.535040527944593),2
8591342,2320,,,"Zürich, Schönauring",Zürich,Bus,&nbsp;,0,,110,2,Bus,"75,N6",2682831,1253390,POINT (47.42610236952588 8.536451182045969),11
8591286,1710,,,"Zürich, Neubühl",Zürich,Bus,&nbsp;,0,,110,2,Bus,66,2682862,1243030,POINT (47.33292724239339 8.534943793922691),2
8591092,3789,,,"Zürich, Bollingerweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"64,75,N6",2682959,1252078,POINT (47.41428711447249 8.537903868161449),11
8591237,1468,,,"Zürich, Kronenstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,"11,14",2683106,1249166,POINT (47.38808009887477 8.539310290671454),6
8503651,3023,,,"Zürich Bürkliplatz, Schiffst.",Zürich,Schiff,"<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp1.gif"" ALT=""Schiffsstation"">",1,,110,4,Schiff,"3730,3732,3734",2683268,1246676,POINT (47.36566617271538 8.540992344441896),1
8591373,2411,,,"Zürich, Sonneggstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,15,N6",2683445,1248588,POINT (47.38283909880602 8.543691737313958),6
8591244,1507,,,"Zürich, Langmauerstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"9,10,N11",2683511,1249779,POINT (47.39354178543378 8.544787983493793),6
8503500,1896,,,"Zürich, Polyterrasse ETH",Zürich,Standseilbahn,&nbsp;,0,,110,6,Bergbahn,24,2683658,1247925,POINT (47.37684949912907 8.546388194350509),1
8591287,1724,,,"Zürich, Neumarkt",Zürich,"Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"3,31",2683737,1247473,POINT (47.37277446680287 8.547349579642496),1
8503059,3039,,,"Zürich, Bahnhof Stadelhofen",Zürich,"S-Bahn,Tram","<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,8,Bahn Tram,"8,11,15,S18,SN18",2683808,1246752,POINT (47.36628122083064 8.548154562800391),1
8591242,1502,,,"Zürich, Langensteinenstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2683887,1249668,POINT (47.39249575154314 8.549746891774856),6
8591109,3717,,,"Zürich, Chinagarten",Zürich,Bus,&nbsp;,0,,110,2,Bus,"912,916",2684189,1245449,POINT (47.35451427630923 8.552952976075513),8
8591420,2814,,,"Zürich, Waldgarten",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"7,9,75,N11",2684431,1250924,POINT (47.40372180324097 8.557188576903096),12
8591397,2673,,,"Zürich, Toblerplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"6,33,N17",2684633,1248188,POINT (47.37909023128002 8.559346711075307),7
8503083,2124,,,"Zürich, Römerhof",Zürich,"Bus,Tram,Zahnradbahn",&nbsp;,2,,110,10,Bergbahn Bus Tram,"3,8,25,N16,N19",2684740,1246976,POINT (47.36817655215899 8.560533979791906),7
8530812,1144,,,"Zürich, Hegibachplatz",Zürich,"Bus,S-Bahn,Tram,Trolleybus","<IMG SRC=""../gisbrowser/_img/ZVV/HstTyp4.gif"" ALT=""S-Bahn Haltestelle"">",4,,110,7,Bahn Bus Tram,"11,31,33,77,S18,SN18",2684764,1246264,POINT (47.36177019203 8.560716897917226),7
8576182,3041,,,"Zürich, Bahnhof Tiefenbrunnen",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,4,33,910,912,916,N18",2684803,1245002,POINT (47.35041552293263 8.560994170697292),8
8591440,2956,,,"Zürich, Wonnebergstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,77,2685220,1245167,POINT (47.351845656717 8.566543798478026),8
8591310,2033,,,"Zürich, Rautihalde",Zürich,Bus,&nbsp;,0,,110,2,Bus,"35,67,78,N13",2678186,1248887,POINT (47.38617322099645 8.474107112067909),9
8591141,893,,,"Zürich, Friedhof Eichbühl",Zürich,Bus,&nbsp;,0,,110,2,Bus,35,2678223,1248521,POINT (47.38287722815 8.474533095288947),9
