objectid,poi_id,kategorie,name,anzahl_pp,markierung,sicherheit,dach,signalisation,bemerkung,gebuehr,oeffentlicher_grund,geometry,fixed_geometry,district_id
104688,vap104688,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2681588.5 1243445.6),POINT (47.33682373557549 8.518172346341915),2
104687,vap104687,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2681570 1243449.9),POINT (47.33686469640272 8.517928375069189),2
104666,vap104666,Zweirad,Velo,36,,,,,,0,öffentlicher Grund,POINT (2682199.2 1244650.4),POINT (47.34758323397848 8.526472831840717),2
104665,vap104665,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2682307.5 1244694.1),POINT (47.34796273628224 8.527913947775073),2
6091,vap6091,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2682712 1249690.2),POINT (47.39284399166294 8.534189616843461),10
6085,vap6085,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2681490.2 1249462),POINT (47.39094399047359 8.517966706327458),5
16047,vap16047,Zweirad,Velo,13,,,,,,0,öffentlicher Grund,POINT (2683534.8 1248381.5),POINT (47.38097059394475 8.54484225753094),6
6084,vap6084,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2681508.5 1249453.8),POINT (47.39086798086507 8.518207566081127),5
7261,vap7261,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2681798.5 1247263.8),POINT (47.37113653006613 8.521647835917387),3
105039,vap105039,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2684070 1250585.5),POINT (47.40072376310902 8.552342954961411),6
105038,vap105038,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2683970.8 1250423.4),POINT (47.39927860748776 8.550998539120426),6
104882,vap104882,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2684531.5 1247377.1),POINT (47.37181056369559 8.557849670922048),7
104770,vap104770,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2680641.8 1245885.6),POINT (47.35888432132976 8.506086681499589),3
104653,vap104653,Zweirad,Velo,42,,,,,,0,öffentlicher Grund,POINT (2682264.5 1243598.6),POINT (47.33811575122763 8.527143846039161),2
104651,vap104651,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2682230.5 1243430.6),POINT (47.33660908564875 8.526663198357813),2
104341,vap104341,Zweirad,Velo,56,,,,,,0,öffentlicher Grund,POINT (2681240.8 1248555.1),POINT (47.38281870247996 8.514499131016168),4
11828,vap11828,Zweirad,Velo,20,,,,,beim Schulhaus,0,öffentlicher Grund,POINT (2680467.8 1249964.8),POINT (47.3955915414453 8.504517093269415),10
11205,vap11205,Zweirad,Velo,13,,,,,,0,öffentlicher Grund,POINT (2678051.5 1249144.1),POINT (47.38850138254925 8.472370873615484),9
104829,vap104829,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2680201.5 1249024.8),POINT (47.38717023740755 8.500821534941043),9
104761,vap104761,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2680926.2 1248373.2),POINT (47.38122152115312 8.51030049853661),4
104721,vap104721,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2682785.2 1244750.2),POINT (47.34840745609615 8.534245554681666),2
104649,vap104649,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2682082 1243583.9),POINT (47.33800629017846 8.52472663577155),2
104630,vap104630,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2682590.5 1245209.8),POINT (47.35256526527362 8.53175385849808),2
104378,vap104378,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2687081 1250418.6),POINT (47.39883156051008 8.592193057524591),12
12814,vap12814,Zweirad,Velo,140,,,,,,0,öffentlicher Grund,POINT (2682401.8 1248285.4),POINT (47.3802490074461 8.529822654566562),4
10224,vap10224,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2681627.2 1247941.4),POINT (47.3772517011414 8.519503653993169),4
10223,vap10223,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2681662.2 1247937.4),POINT (47.37721139076496 8.519966323137062),4
9611,vap9611,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2684284.5 1245845.2),POINT (47.35806525570803 8.554291399278108),8
104771,vap104771,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2681124 1245279.1),POINT (47.3533706149944 8.512358960711587),3
8962,vap8962,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2682861.8 1251371.8),POINT (47.40794830430036 8.536485139637263),11
11935,vap11935,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2682358 1248157.9),POINT (47.37910782882282 8.529219248530989),4
6536,vap6536,Zweirad,Velo,57,,,,,,0,öffentlicher Grund,POINT (2681866.5 1245930.9),POINT (47.35914075164762 8.522304357036587),3
11973,vap11973,Zweirad,Velo,22,,,,,,0,öffentlicher Grund,POINT (2678931.8 1249861.1),POINT (47.39484477543502 8.484155066596934),9
104899,vap104899,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2683704.8 1248152.1),POINT (47.37888594504251 8.547050291283016),6
104750,vap104750,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2681709.8 1247373.2),POINT (47.37213141318278 8.520493553562234),3
104484,vap104484,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2685092.5 1251884.8),POINT (47.41227736293056 8.566133984742308),12
12488,vap12488,Zweirad,Velo,38,,,,,,0,öffentlicher Grund,POINT (2679364 1248387.6),POINT (47.38154105247563 8.489617919130438),9
7373,vap7373,Zweirad,Velo,36,,,,,,0,öffentlicher Grund,POINT (2683294 1251893.5),POINT (47.41258556608167 8.542307943839594),11
7056,vap7056,Zweirad,Velo,100,,,,,,0,öffentlicher Grund,POINT (2679325.2 1248138.6),POINT (47.3793063598836 8.489060028598704),9
7055,vap7055,Zweirad,Velo,100,,,,,,0,öffentlicher Grund,POINT (2679203.5 1248189.8),POINT (47.37978146416979 8.487457713927876),9
7054,vap7054,Zweirad,Velo,52,,,,,,0,öffentlicher Grund,POINT (2679259 1248148.8),POINT (47.37940605944337 8.488185310264063),9
7053,vap7053,Zweirad,Velo,92,,,,,3 Pfosten-Gruppen,0,öffentlicher Grund,POINT (2679261.2 1248184.4),POINT (47.37972596118412 8.488220744379852),9
2057,vap2057,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2683122.5 1247880.4),POINT (47.3765161674254 8.53928998517163),1
12165,vap12165,Zweirad,Velo,100,,,,,,0,öffentlicher Grund,POINT (2679052.5 1249658),POINT (47.3930037413678 8.485717774537488),9
8971,vap8971,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2683112.5 1247597.5),POINT (47.37397320475211 8.539105057491941),1
9632,vap9632,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2684779.8 1245007.5),POINT (47.35046797071544 8.560688201129256),8
105054,vap105054,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2682386.5 1248212),POINT (47.37959080729863 8.529606559465373),4
104907,vap104907,Zweirad,Velo,22,,,,,,0,öffentlicher Grund,POINT (2686646.8 1251087.4),POINT (47.40490348997731 8.586571603142392),12
104847,vap104847,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2679419.8 1249437.5),POINT (47.39097651595479 8.490543131836027),9
104804,vap104804,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2679833 1247581.9),POINT (47.37423838543595 8.495684279295572),9
104802,vap104802,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2679933.8 1247599.2),POINT (47.37438175229577 8.497021887452215),9
104717,vap104717,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2682987.2 1244156.9),POINT (47.34304624381789 8.536808694597925),2
104521,vap104521,Zweirad,Velo,88,,,,,,0,öffentlicher Grund,POINT (2679804.2 1249171.2),POINT (47.38853511862101 8.495586406147385),9
5443,vap5443,Zweirad,Velo,64,,,,,,0,öffentlicher Grund,POINT (2682312.2 1244460.9),POINT (47.34586487373232 8.527933302647943),2
5135,vap5135,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2682464.5 1244112.5),POINT (47.34271251740834 8.52988444591902),2
9629,vap9629,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2684295 1245375),POINT (47.35383521783363 8.554341880099745),8
3468,vap3468,Zweirad,Velo,38,,,,,,0,öffentlicher Grund,POINT (2683705.2 1247500),POINT (47.37302132784924 8.546933634832831),1
1412,vap1412,Zweirad,Velo,26,,,,,,0,öffentlicher Grund,POINT (2684260.2 1247474.8),POINT (47.37272396082847 8.554276446078521),7
40,vap40,Zweirad,Velo,210,,,,,,0,öffentlicher Grund,POINT (2683794.2 1246754.8),POINT (47.36630815707316 8.547972413760812),1
7334,vap7334,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2683693.5 1246979.1),POINT (47.36833816793789 8.546681357006657),1
9279,vap9279,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2682612.5 1250257.9),POINT (47.3979619875349 8.532976715275716),6
104703,vap104703,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2682766.5 1243188.9),POINT (47.33436830094632 8.533709767673642),2
9277,vap9277,Zweirad,Velo,12,,,,,"Im Parking ""Guggach""",0,öffentlicher Grund,POINT (2682601.2 1250383.6),POINT (47.39909386440215 8.532850262993403),6
9271,vap9271,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2684853.2 1251742),POINT (47.41102401106874 8.56293649059948),12
9269,vap9269,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2685418.8 1251518.6),POINT (47.40894179763847 8.570387011294367),12
7304,vap7304,Zweirad,Velo,90,,,,,,0,öffentlicher Grund,POINT (2684188.2 1251845.8),POINT (47.4120428675252 8.554145928153176),11
104622,vap104622,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2682396.2 1249290.1),POINT (47.38928533434458 8.529933521500155),10
9262,vap9262,Zweirad,Velo,25,,,,,weitere auf anderer Seite,0,öffentlicher Grund,POINT (2684225.5 1251285.8),POINT (47.40700187852384 8.554534585427135),11
9000,vap9000,Zweirad,Velo,48,,,,,,0,öffentlicher Grund,POINT (2683923 1251311.6),POINT (47.4072725246892 8.550532121098092),11
9902,vap9902,Zweirad,Velo,9,,,,,,0,öffentlicher Grund,POINT (2681719 1245692.1),POINT (47.35701142027573 8.520308556058875),3
12489,vap12489,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2679409.8 1248350),POINT (47.38119738113915 8.490217689771585),9
105015,vap105015,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2682758.8 1249433.6),POINT (47.39053042487683 8.534761954082825),10
105013,vap105013,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2682770.5 1249420.2),POINT (47.39040844420843 8.534914420604661),10
104637,vap104637,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2682460 1243211.8),POINT (47.33461265024789 8.529659200840472),2
104310,vap104310,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2679685.5 1249203.2),POINT (47.38883727595299 8.494020181095623),9
11856,vap11856,Zweirad,Velo,63,,,,,,0,öffentlicher Grund,POINT (2679904 1250049.6),POINT (47.3964228137153 8.497064946185604),9
11852,vap11852,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2681306.2 1249204),POINT (47.388646437951 8.515483032987541),5
11851,vap11851,Zweirad,Velo,52,,,,,,0,öffentlicher Grund,POINT (2681235.8 1249215.4),POINT (47.38875764742368 8.514552808731462),5
11850,vap11850,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2681544 1249108.2),POINT (47.38775548111979 8.518614711333655),5
11849,vap11849,Zweirad,Velo,20,,,,,teilw. mit Bügel,0,öffentlicher Grund,POINT (2681498.5 1249164.1),POINT (47.38826384077789 8.518022356582421),5
105047,vap105047,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2681342 1247319.5),POINT (47.37169396963817 8.51561459934617),3
104970,vap104970,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2685155.2 1251769),POINT (47.41122784220855 8.566942608598135),12
104969,vap104969,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2685167.2 1251822.1),POINT (47.41170383031649 8.567111705932627),12
104968,vap104968,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2685177 1251821),POINT (47.41169267015101 8.567241330903315),12
104791,vap104791,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2680260.5 1246693.6),POINT (47.36619757954361 8.501184816063672),3
104661,vap104661,Zweirad,Velo,3,,,,,,0,öffentlicher Grund,POINT (2682380 1243632.1),POINT (47.33840261318197 8.528678094395493),2
104660,vap104660,Zweirad,Velo,2,,,,,,0,öffentlicher Grund,POINT (2682385 1243593.5),POINT (47.33805483994346 8.528737151137921),2
104572,vap104572,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2684118.5 1246482.9),POINT (47.3638215444332 8.552214149532301),8
104559,vap104559,Zweirad,Velo,3,,,,,,0,öffentlicher Grund,POINT (2682553.5 1247183),POINT (47.37031571439751 8.53162794555187),1
104399,vap104399,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2679403.2 1247299.2),POINT (47.37174786625394 8.489943887979642),9
104398,vap104398,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2679391.5 1247313.1),POINT (47.37187428494705 8.489791460568956),9
11207,vap11207,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2681218.5 1248528.9),POINT (47.38258582508989 8.514199093184869),4
104940,vap104940,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2683641 1252625.2),POINT (47.41912193585011 8.54704218105819),11
11181,vap11181,Zweirad,Velo,20,,,,,Bushaltestelle Linie 80 Ri Altstetten,0,öffentlicher Grund,POINT (2680685.8 1251428.8),POINT (47.4087311304368 8.507668574066219),10
11837,vap11837,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2683399.2 1247561.2),POINT (47.37361052155198 8.542893944571629),1
11836,vap11836,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2683396.5 1247522.5),POINT (47.37326281993 8.542850989151988),1
11835,vap11835,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2683398.2 1247441.5),POINT (47.37253414184941 8.542858404437427),1
104920,vap104920,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2683489 1253099.2),POINT (47.42340401941121 8.545116698367405),11
104741,vap104741,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2681176.8 1247991.4),POINT (47.37775701372833 8.513549433165613),4
104601,vap104601,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2682496 1246620.5),POINT (47.36526412595936 8.530763104586603),2
104522,vap104522,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2679731.5 1249200.5),POINT (47.38880742805988 8.494628873766823),9
13454,vap13454,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2687502.5 1246355.4),POINT (47.36223429073667 8.596981371426358),7
7371,vap7371,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2683239 1247628.9),POINT (47.37423962891818 8.540785643577022),1
11864,vap11864,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2681296.5 1249094),POINT (47.38765836419389 8.515334589289523),5
11862,vap11862,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2681957.5 1249346.6),POINT (47.38984818436403 8.524134188945336),5
557,vap557,Zweirad,Velo,64,,,,,,0,öffentlicher Grund,POINT (2681489.8 1248886.4),POINT (47.38576745798824 8.517856565441047),5
10870,vap10870,Zweirad,Velo,192,,,,,Auf Hardbrücke,0,öffentlicher Grund,POINT (2681405 1248797.4),POINT (47.38497753112556 8.516717443415921),4
10869,vap10869,Zweirad,Velo,192,,,,,Auf Hardbrücke,0,öffentlicher Grund,POINT (2681427.2 1248785.1),POINT (47.38486416912306 8.517009175167926),4
5257,vap5257,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2679154.2 1247727.1),POINT (47.37562612146561 8.486723119832012),9
429,vap429,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2679482.8 1247840.2),POINT (47.37660372576287 8.491093746975643),9
9918,vap9918,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2679774.5 1246911.1),POINT (47.36821266364683 8.494790248753853),9
9917,vap9917,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2680114 1246619.5),POINT (47.36554898892879 8.499232298088359),3
11500,vap11500,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2681535.8 1249427.2),POINT (47.39062537903476 8.51856426152654),5
11499,vap11499,Zweirad,Velo,48,,,,,,0,öffentlicher Grund,POINT (2681525.8 1249404.8),POINT (47.39042516543378 8.518427746311291),5
11498,vap11498,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2681510.5 1249378.2),POINT (47.39018783535622 8.518220277897145),5
104964,vap104964,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2684464.8 1251170),POINT (47.40592981016277 8.557682781478933),11
104937,vap104937,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2683028.5 1249659.2),POINT (47.3925253809301 8.538375526732452),6
104910,vap104910,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2687075.5 1251128.4),POINT (47.40521566572441 8.59225843728994),12
104805,vap104805,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2679752.8 1247491),POINT (47.37343059275911 8.494606293997368),9
104488,vap104488,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2681692 1252128.1),POINT (47.41489608976371 8.521126313007038),11
104891,vap104891,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2684176.2 1247885.8),POINT (47.37643096261392 8.553241681813292),7
11185,vap11185,Zweirad,Velo,60,,,,,,0,öffentlicher Grund,POINT (2680929.2 1251289.1),POINT (47.40744489597942 8.510867804492021),10
11184,vap11184,Zweirad,Velo,34,,,,,überdacht,0,öffentlicher Grund,POINT (2680891.2 1251234),POINT (47.40695403247124 8.510354429808551),10
10862,vap10862,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2682787.2 1252606.9),POINT (47.41906527183627 8.535725641674967),11
104789,vap104789,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2680237.5 1246884.2),POINT (47.36791453210729 8.500914514662762),3
104777,vap104777,Zweirad,Velo,22,,,,,,0,öffentlicher Grund,POINT (2680173.2 1246945.5),POINT (47.36847365600498 8.50007430751354),3
104772,vap104772,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2681559.8 1246338.4),POINT (47.36284360083305 8.518319249295617),3
104756,vap104756,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2680979.2 1247936.9),POINT (47.37729118747404 8.510923325306813),3
104693,vap104693,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2681289.5 1242216.9),POINT (47.32581031642773 8.513993819771814),2
13121,vap13121,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2678589.2 1251821.1),POINT (47.41251277028103 8.479962010120333),10
9911,vap9911,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2681560.8 1246341.9),POINT (47.36287495411256 8.518333123145354),3
9910,vap9910,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2681525.5 1246354.5),POINT (47.36299263877564 8.517868171997343),3
9907,vap9907,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2681421.5 1246608.2),POINT (47.36528712942864 8.516537712502853),3
9904,vap9904,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2682599.5 1246559.1),POINT (47.3646989670692 8.532121803959932),2
9903,vap9903,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2682626 1246574.8),POINT (47.36483684181481 8.532475476753273),2
10232,vap10232,Zweirad,Velo,20,,,,,Schule Kanzlei,0,öffentlicher Grund,POINT (2682094.8 1247725.5),POINT (47.37525193543182 8.525655058391214),4
3010,vap3010,Zweirad,Velo,20,,,,,Schule Kanzlei,0,öffentlicher Grund,POINT (2682109.5 1247720),POINT (47.37520064018246 8.525848669515197),4
7267,vap7267,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2681872.5 1247860.4),POINT (47.3764928025365 8.522736600361027),4
104889,vap104889,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2684557.5 1246799.6),POINT (47.36661356562725 8.558084798501282),7
104807,vap104807,Zweirad,Velo,8,,,,,beim Schulhaus Uto,0,öffentlicher Grund,POINT (2679832.8 1248145.4),POINT (47.37930620957512 8.49578213832195),9
104547,vap104547,Zweirad,Velo,12,,,,,je links und rechts einen,0,öffentlicher Grund,POINT (2681833.5 1247773.4),POINT (47.37571522197295 8.522204342778085),4
104387,vap104387,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2687279.5 1250271),POINT (47.39747788688522 8.594793413814619),12
3851,vap3851,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2683913 1246000),POINT (47.35950483350544 8.549403550594045),8
12520,vap12520,Zweirad,Velo,15,,,,,,0,öffentlicher Grund,POINT (2683175.5 1249770),POINT (47.39350329535139 8.540342956911571),6
3342,vap3342,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2682436.8 1249720.4),POINT (47.39315008860286 8.530550482567355),10
12208,vap12208,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2682385.5 1249300),POINT (47.38937570670944 8.529793645201597),10
7321,vap7321,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2683442.2 1247333.8),POINT (47.37155998565654 8.543420833858251),1
7322,vap7322,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2683458.2 1247343),POINT (47.37164069847578 8.543634365030119),1
295,vap295,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2683437.8 1247126.8),POINT (47.36969891419065 8.543324003827024),1
12207,vap12207,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2683411 1247296.9),POINT (47.37123208015413 8.543000917216778),1
105046,vap105046,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2680704.5 1245376.6),POINT (47.3542989705382 8.506824834774045),3
3356,vap3356,Zweirad,Motorrad,2,,,,,,0,öffentlicher Grund,POINT (2686171 1245300.8),POINT (47.3529253391398 8.57915460928913),8
104893,vap104893,Zweirad,Motorrad,15,,,,,,0,öffentlicher Grund,POINT (2684514.5 1247478.8),POINT (47.37272736763695 8.557643816755213),7
12169,vap12169,Zweirad,Motorrad,4,,,,,,0,öffentlicher Grund,POINT (2682978 1246857.4),POINT (47.36733415155858 8.537187217453416),2
104974,vap104974,Zweirad,Motorrad,5,,,,,,0,öffentlicher Grund,POINT (2684311.2 1252033.4),POINT (47.4137142611097 8.555810885993447),11
104390,vap104390,Zweirad,Motorrad,5,,,,,,0,öffentlicher Grund,POINT (2687263.2 1251041.1),POINT (47.40440571422662 8.594727811784374),12
4482,vap4482,Zweirad,Motorrad,18,,,,,,0,öffentlicher Grund,POINT (2682393.5 1246096.5),POINT (47.36056439701949 8.529309903563762),2
2246,vap2246,Zweirad,Motorrad,2,,,,,,0,öffentlicher Grund,POINT (2683168.2 1243207),POINT (47.33448054214034 8.539027324864351),2
100653,vap100653,Zweirad,Motorrad,10,,,,,,0,öffentlicher Grund,POINT (2681366.2 1246464.9),POINT (47.36400519969187 8.515779667330326),3
23216,vap23216,Zweirad,Motorrad,37,,,,,,0,öffentlicher Grund,POINT (2680022.8 1246753.8),POINT (47.36676789018549 8.498049074870528),3
13441,vap13441,Zweirad,Motorrad,2,,,,,,0,öffentlicher Grund,POINT (2683853 1248528.8),POINT (47.38225489135401 8.549083090253365),6
15718,vap15718,Zweirad,Motorrad,18,,,,,"im Parkhaus ""Dolder Grand Hotel""",gebührenpflichtig,öffentlicher Grund,POINT (2685771.5 1247483.2),POINT (47.37260451984781 8.574285725496557),7
100328,vap100328,Zweirad,Motorrad,8,,,,,,0,öffentlicher Grund,POINT (2682106.8 1248711.6),POINT (47.38411881044857 8.525994848570784),5
15425,vap15425,Zweirad,Motorrad,5,,,,,,gebührenpflichtig,öffentlicher Grund,POINT (2683049.2 1252073.2),POINT (47.41423257620131 8.539098048542739),11
15719,vap15719,Zweirad,Motorrad,3,,,,,"im Parkhaus ""Hotel Zürichberg""",gebührenpflichtig,öffentlicher Grund,POINT (2685210.8 1248586.9),POINT (47.38260318881818 8.567072922297459),7
105026,vap105026,Zweirad,Motorrad,2,,,,,Kostenpflichtig in Parkhaus,0,öffentlicher Grund,POINT (2684234.2 1246546.5),POINT (47.36437874568978 8.553757582689293),8
104473,vap104473,Zweirad,Motorrad,4,,,,,,0,öffentlicher Grund,POINT (2681058.8 1249717),POINT (47.39329052374536 8.512299714598955),5
12804,vap12804,Zweirad,Motorrad,4,,,,,,0,öffentlicher Grund,POINT (2682953.2 1248568.4),POINT (47.38272493497496 8.537176023168231),5
100973,vap100973,Zweirad,Motorrad,3,,,,,,0,öffentlicher Grund,POINT (2680102.2 1250619.1),POINT (47.40152046251416 8.499792067963721),10
1935,vap1935,Zweirad,Motorrad,12,,,,,,0,öffentlicher Grund,POINT (2682154.2 1247353.5),POINT (47.3718989896292 8.526373208825524),4
1928,vap1928,Zweirad,Motorrad,28,,,,,"Im Parkhaus ""Stampfenbach""",gebührenpflichtig,öffentlicher Grund,POINT (2683117 1249006.6),POINT (47.38664517347799 8.539426346167225),6
8322,vap8322,Zweirad,Motorrad,3,,,,,im Parkhaus Gull,gebührenpflichtig,öffentlicher Grund,POINT (2682434 1248233),POINT (47.37977372694657 8.530239352707262),4
104604,vap104604,Zweirad,Motorrad,25,,,,,,0,öffentlicher Grund,POINT (2683626.2 1251888.5),POINT (47.41249849373965 8.546708225440078),11
100664,vap100664,Zweirad,Motorrad,10,,,,,nur für Besucher des Pflegezentrums,0,öffentlicher Grund,POINT (2680936.8 1246490.1),POINT (47.36428470618422 8.510100382583868),3
100642,vap100642,Zweirad,Motorrad,7,,,,,,0,öffentlicher Grund,POINT (2681447.2 1246409.4),POINT (47.36349605913801 8.516841744379635),3
100326,vap100326,Zweirad,Motorrad,8,,,,,,0,öffentlicher Grund,POINT (2682146 1248685.6),POINT (47.38388009643224 8.526509148546364),5
23851,vap23851,Zweirad,Motorrad,5,,,,,,0,öffentlicher Grund,POINT (2680762.5 1249754.5),POINT (47.39366416962778 8.508382292380272),5
23534,vap23534,Zweirad,Motorrad,5,,,,,,0,öffentlicher Grund,POINT (2680860.2 1249332.2),POINT (47.38985428342212 8.509599903139463),5
22898,vap22898,Zweirad,Motorrad,5,,,,,,0,öffentlicher Grund,POINT (2679840 1246671.9),POINT (47.36605349608183 8.495614670843302),3
23538,vap23538,Zweirad,Motorrad,4,,,,,Strassenverkehrsamt,0,öffentlicher Grund,POINT (2681144.5 1245237.1),POINT (47.35299036608587 8.512622651183586),3
23537,vap23537,Zweirad,Motorrad,4,,,,,Strassenverkehrsamt,0,öffentlicher Grund,POINT (2681135.2 1245230.1),POINT (47.35292855648265 8.51249830757966),3
23865,vap23865,Zweirad,Motorrad,4,,,,,,gebührenpflichtig,öffentlicher Grund,POINT (2681648.8 1245655.6),POINT (47.35669185861025 8.51937280968917),3
