objectid,poi_id,kategorie,name,anzahl_pp,markierung,sicherheit,dach,signalisation,bemerkung,gebuehr,oeffentlicher_grund,geometry,fixed_geometry,district_id
9638,vap9638,Zweirad,Velo,15,,,,,,0,öffentlicher Grund,POINT (2686688.5 1245916.8),POINT (47.3583973863783 8.586122302764364),7
104873,vap104873,Zweirad,Velo,21,,,,,,0,öffentlicher Grund,POINT (2679599.2 1249587.6),POINT (47.39230477195767 8.492945714674441),9
104776,vap104776,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2680074.2 1246963.5),POINT (47.36864757439663 8.498766980807359),3
104617,vap104617,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2682150.8 1246395.1),POINT (47.36328012863549 8.526152348684578),2
104551,vap104551,Zweirad,Velo,54,,,,,,0,öffentlicher Grund,POINT (2681877.8 1248192.2),POINT (47.37947615002224 8.522867471659778),4
104498,vap104498,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2679672.5 1249096.9),POINT (47.38788284937465 8.493829093224083),9
3852,vap3852,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2682823.2 1246792.1),POINT (47.36676635543086 8.535125977883935),2
2897,vap2897,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2680080 1253083.4),POINT (47.42368541837745 8.499939500538344),11
2896,vap2896,Zweirad,Velo,50,,,,,,0,öffentlicher Grund,POINT (2680127.2 1253116.6),POINT (47.42397825278019 8.500570928613671),11
2895,vap2895,Zweirad,Velo,25,,,,,,0,öffentlicher Grund,POINT (2680131.8 1253142.1),POINT (47.42420702187199 8.500636459590693),11
2891,vap2891,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2680066.5 1253205.4),POINT (47.42478424219158 8.499782467303618),11
2887,vap2887,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2680031.2 1253137.1),POINT (47.42417429241431 8.499302442764227),11
105007,vap105007,Zweirad,Velo,32,,,,,überdacht,0,öffentlicher Grund,POINT (2679983.5 1247259.5),POINT (47.37132064956045 8.497619186084606),9
104958,vap104958,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2682762 1251581.4),POINT (47.40984584627066 8.535201836613878),11
104898,vap104898,Zweirad,Velo,35,,,,,,0,öffentlicher Grund,POINT (2683855.8 1248120.4),POINT (47.37858165547096 8.549043638080057),6
104684,vap104684,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2681538.8 1243475.5),POINT (47.33709878894697 8.517520257562436),2
104664,vap104664,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2682490.5 1244312.1),POINT (47.34450436137791 8.530265202743196),2
104619,vap104619,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2682748.8 1246116.2),POINT (47.36069705647363 8.53401621984084),2
104557,vap104557,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2682506 1247143.4),POINT (47.36996552465412 8.530991832061725),1
104552,vap104552,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2681778 1248049.2),POINT (47.37820248997736 8.521519938001777),4
104485,vap104485,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2685099.5 1251890),POINT (47.41232322303547 8.566227714797437),12
104333,vap104333,Zweirad,Velo,5,,,,,,0,öffentlicher Grund,POINT (2681785.8 1249708.8),POINT (47.39312691566307 8.521926570132276),10
2898,vap2898,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2680081.2 1253104.6),POINT (47.42387593026433 8.499959202195059),11
104585,vap104585,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2684652.8 1245227.5),POINT (47.35246283974282 8.559049153009735),8
104537,vap104537,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2682596.5 1248467.4),POINT (47.38186142064738 8.532434208205183),5
8013,vap8013,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2679943.5 1252851.2),POINT (47.42161376314811 8.498089115731496),11
6733,vap6733,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2683175.8 1251689.2),POINT (47.41076318341926 8.540703929690194),11
104856,vap104856,Zweirad,Velo,60,,,,,Provisorisch bis ca. 2021,0,öffentlicher Grund,POINT (2683325 1251832.2),POINT (47.4120303571359 8.542707226177463),11
104818,vap104818,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2679044.2 1248648.1),POINT (47.38392228533116 8.485429424310308),9
104755,vap104755,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2681281 1247759),POINT (47.37565410109205 8.514886848647244),3
104586,vap104586,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2684655.5 1245402.8),POINT (47.35403903536315 8.559118011964982),8
104408,vap104408,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2680687 1246102.2),POINT (47.36082677387914 8.506723945270499),3
104379,vap104379,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2687095.2 1250429.9),POINT (47.39893130617975 8.592383339651516),12
104377,vap104377,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2687051 1250409.1),POINT (47.39875009083725 8.591793853314448),12
11204,vap11204,Zweirad,Velo,870,,,,,genauer Standort immer wieder leicht - um wenige Meter - verschoben,0,öffentlicher Grund,POINT (2682875.2 1247980.4),POINT (47.37744665518025 8.536034311709003),4
11203,vap11203,Zweirad,Velo,279,,,,,,0,öffentlicher Grund,POINT (2682958.8 1248039.1),POINT (47.37796404538644 8.537152054440728),4
9931,vap9931,Zweirad,Velo,1600,,,,,Velostation Europaplatz,gebührenpflichtig,öffentlicher Grund,POINT (2682867.8 1248037.5),POINT (47.3779611071789 8.535946908192411),4
8010,vap8010,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2680546 1252570),POINT (47.41901141424903 8.506022180775936),11
104902,vap104902,Zweirad,Velo,11,,,,,,0,öffentlicher Grund,POINT (2685571.2 1250990.2),POINT (47.40416998980179 8.572304824915008),12
104854,vap104854,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2678755.8 1249098.8),POINT (47.38801016142766 8.481689842849965),9
104598,vap104598,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2685753.8 1245502.1),POINT (47.35479011077204 8.573672005331035),8
9299,vap9299,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2683596.5 1249139.5),POINT (47.3877797147771 8.545800835140442),6
9283,vap9283,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2680895 1251561.2),POINT (47.40989618076662 8.510463977583132),10
2570,vap2570,Zweirad,Velo,36,,,,,,0,öffentlicher Grund,POINT (2682647 1247418),POINT (47.37241744135676 8.532909103759071),1
2569,vap2569,Zweirad,Velo,36,,,,,,0,öffentlicher Grund,POINT (2682664.5 1247407.9),POINT (47.37232441307449 8.533138916572149),1
105049,vap105049,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2684082.8 1247915.4),POINT (47.37670909099981 8.552010655508177),7
104999,vap104999,Zweirad,Velo,9,,,,,,0,öffentlicher Grund,POINT (2681622.2 1252074),POINT (47.41441820900969 8.52019162949234),11
104981,vap104981,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2680376 1252481),POINT (47.41823178514362 8.503753605629271),11
104980,vap104980,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2680388.8 1252460.5),POINT (47.41804585971559 8.503919520581896),11
104973,vap104973,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2684288.2 1252022),POINT (47.41361468287752 8.555504010106521),11
104574,vap104574,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2683966 1245758.8),POINT (47.35732887645967 8.550059812660409),8
12163,vap12163,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2682555.8 1246860.5),POINT (47.36741505520421 8.53159892580457),2
105041,vap105041,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2685815 1245107.1),POINT (47.35122976436549 8.574406272928988),8
105029,vap105029,Zweirad,Velo,20,,,,,P2 im Parkhaus Letzipark,0,öffentlicher Grund,POINT (2679942.2 1249024),POINT (47.38719455850991 8.497387614613928),9
105008,vap105008,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2679882.2 1247265.4),POINT (47.37138599808658 8.496279173636561),9
104647,vap104647,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2682380.5 1243283.4),POINT (47.33526652095855 8.528620624682638),2
104616,vap104616,Zweirad,Velo,9,,,,,,0,öffentlicher Grund,POINT (2682094.5 1246519),POINT (47.36440142875557 8.525429849139501),2
104542,vap104542,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2682529.2 1247221.9),POINT (47.37066860113234 8.531313427935649),1
14082,vap14082,Zweirad,Velo,48,,,,,Bahnhof Affoltern (Mietboxen),gebührenpflichtig,öffentlicher Grund,POINT (2680746.8 1252771.6),POINT (47.42079986655364 8.508719287283801),11
14081,vap14081,Zweirad,Velo,88,,,,,"Bahnhof Oerlikon (Quartierverbindung, Velostation)",gebührenpflichtig,öffentlicher Grund,POINT (2683406.5 1251809.8),POINT (47.41181858986683 8.543782804433166),11
104322,vap104322,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2679853 1249055.1),POINT (47.38748507129773 8.496211934484608),9
104389,vap104389,Zweirad,Velo,300,,,,,"Bahnhof Stettbach, durch Dübendorf",gebührenpflichtig,öffentlicher Grund,POINT (2687417.2 1250313.1),POINT (47.39783823906801 8.596625454283595),12
104388,vap104388,Zweirad,Velo,90,,,,,,0,öffentlicher Grund,POINT (2687428.2 1250310.4),POINT (47.39781249730731 8.596770620373759),12
104386,vap104386,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2687295.5 1250297.5),POINT (47.39771408659419 8.595010503771862),12
104381,vap104381,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2687171.5 1250400.8),POINT (47.39865950927529 8.59338827464685),12
4175,vap4175,Zweirad,Velo,75,,,,,,0,öffentlicher Grund,POINT (2682526 1246405.8),POINT (47.36332948453666 8.53112064486036),2
4172,vap4172,Zweirad,Velo,50,,,,,,0,öffentlicher Grund,POINT (2682901 1246238),POINT (47.36177332825934 8.536053258329314),2
104763,vap104763,Zweirad,Velo,48,,,,,2 Standorte,0,öffentlicher Grund,POINT (2680818.8 1248679.2),POINT (47.38398668342534 8.50893368247425),4
105050,vap105050,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2681326.2 1249630),POINT (47.39247514234186 8.515825334195988),5
23218,vap23218,Zweirad,Velo,23,,,,,,0,öffentlicher Grund,POINT (2680035.5 1246802.6),POINT (47.36720522869583 8.498225913002893),3
23213,vap23213,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2680061.8 1246706.5),POINT (47.36633776306878 8.498556876551994),3
22904,vap22904,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2679862.2 1246711),POINT (47.36640245072833 8.495915511383172),3
22903,vap22903,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2679829.5 1246673),POINT (47.36606466080023 8.495475875893089),3
22902,vap22902,Zweirad,Velo,35,,,,,,0,öffentlicher Grund,POINT (2679927 1246658.1),POINT (47.36591884120043 8.496763847507905),3
22901,vap22901,Zweirad,Velo,15,,,,,,0,öffentlicher Grund,POINT (2679937.5 1246835.5),POINT (47.36751300743784 8.496934509104239),3
104518,vap104518,Zweirad,Velo,133,,,,,,0,öffentlicher Grund,POINT (2679655.2 1249145.1),POINT (47.38831842350994 8.493608576508219),9
105044,vap105044,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2681310.5 1246280.6),POINT (47.36235458268882 8.515008919774788),3
104934,vap104934,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2683616.2 1252943.6),POINT (47.42198853023484 8.546773155354735),11
104932,vap104932,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2683708.8 1252873.2),POINT (47.42134363972301 8.547987012039945),11
104605,vap104605,Zweirad,Velo,35,,,,,,0,öffentlicher Grund,POINT (2683691.5 1251952.6),POINT (47.41306666465091 8.547585366140101),11
104328,vap104328,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2680312 1248747.6),POINT (47.38466380597466 8.502235072678483),9
13443,vap13443,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2683827 1248544),POINT (47.38239489865676 8.548741667908303),6
13442,vap13442,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2683851.5 1248530.5),POINT (47.38227037093131 8.54906354709296),6
20978,vap20978,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2683148.2 1247485),POINT (47.37295694643918 8.53955679656187),1
20977,vap20977,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2683182.5 1247440.2),POINT (47.37254971431956 8.540002564394001),1
20651,vap20651,Zweirad,Velo,15,,,,,beim Theater,0,öffentlicher Grund,POINT (2683744.2 1246819.2),POINT (47.36689368618993 8.547322599624581),1
20649,vap20649,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2679981.8 1247680.8),POINT (47.37510979238838 8.497671954668929),9
16375,vap16375,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2680619 1251558.4),POINT (47.40990484661849 8.506806991102307),10
16374,vap16374,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2680799.2 1251494.8),POINT (47.40931078577055 8.509182806523992),10
20326,vap20326,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2683646.2 1248123.4),POINT (47.37863527798726 8.546269044742816),6
104329,vap104329,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2680345.5 1248735.8),POINT (47.3845535993017 8.502676555948533),9
104885,vap104885,Zweirad,Velo,7,,,,,,0,öffentlicher Grund,POINT (2685010.8 1246950.5),POINT (47.36791234438117 8.564113882533116),7
20017,vap20017,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2681065.2 1249025.8),POINT (47.38707351838237 8.512259224308082),5
20016,vap20016,Zweirad,Velo,36,,,,,,0,öffentlicher Grund,POINT (2681063.8 1249151.2),POINT (47.38820146023078 8.512263405957443),5
20015,vap20015,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2681087.2 1249190.6),POINT (47.38855291940094 8.512580426472475),5
20014,vap20014,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2681177.5 1249255.1),POINT (47.38912187089753 8.513787954457118),5
20013,vap20013,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2681225.5 1249193.8),POINT (47.38856466064992 8.514412485795473),5
20012,vap20012,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2681098 1249215.9),POINT (47.38877912233396 8.512728034869797),5
13124,vap13124,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2683028.2 1247600.2),POINT (47.37400811425474 8.537989501086551),1
105011,vap105011,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2682782.5 1249407.4),POINT (47.39029182163441 8.53507097041186),10
104612,vap104612,Zweirad,Velo,2,,,,,,0,öffentlicher Grund,POINT (2687170.8 1246034.1),POINT (47.35938869304236 8.592528427318619),7
104474,vap104474,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2681062.5 1249722.1),POINT (47.39333593457582 8.512349641557329),5
104858,vap104858,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2681927.2 1249184.6),POINT (47.38839502978585 8.523703256091959),5
13763,vap13763,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2680918.8 1252270.6),POINT (47.41627310965205 8.510907710860682),11
12805,vap12805,Zweirad,Velo,51,,,,,,0,öffentlicher Grund,POINT (2682955.2 1248561.6),POINT (47.38266352836283 8.537201245130088),5
9309,vap9309,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2683783 1246896.4),POINT (47.36758304330341 8.547850654282142),1
9308,vap9308,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2683825.8 1246834.1),POINT (47.36701731328559 8.548405555235981),1
20004,vap20004,Zweirad,Velo,84,,,,,,0,öffentlicher Grund,POINT (2678421.8 1248311.9),POINT (47.3809730658596 8.477128856195415),9
18280,vap18280,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2679075 1248883.8),POINT (47.38603834002333 8.485878922258124),9
104407,vap104407,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2680708.5 1246062.9),POINT (47.36047069859175 8.507001435249608),3
18282,vap18282,Zweirad,Velo,11,,,,,,0,öffentlicher Grund,POINT (2679080.5 1249046.1),POINT (47.38749731213014 8.485980440437965),9
18287,vap18287,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2684288.2 1246553.9),POINT (47.36443839263556 8.554473756851175),8
18286,vap18286,Zweirad,Velo,35,,,,,Seebad Utoquai,0,öffentlicher Grund,POINT (2683751.2 1246258.5),POINT (47.36185020544575 8.54731038963067),8
16360,vap16360,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2683809.5 1248052),POINT (47.37797240161167 8.548417806355147),6
16359,vap16359,Zweirad,Velo,50,,,,,,0,öffentlicher Grund,POINT (2683895.5 1247981.9),POINT (47.37733102340989 8.549543312757528),6
7613,vap7613,Zweirad,Velo,170,,,,,,0,öffentlicher Grund,POINT (2681973.2 1245812.1),POINT (47.35805906989935 8.523694837627346),3
104623,vap104623,Zweirad,Velo,22,,,,,,0,öffentlicher Grund,POINT (2682408.2 1249240.6),POINT (47.38883866269897 8.530083318571904),10
104546,vap104546,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2681962.5 1247396.9),POINT (47.37231317463077 8.523843309480853),4
104384,vap104384,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2687321 1250363.5),POINT (47.39830425830385 8.595361135437258),12
104383,vap104383,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2687247.2 1250370.8),POINT (47.39837968919381 8.594385076762068),12
104382,vap104382,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2687211.8 1250357.4),POINT (47.39826386862208 8.593913588871771),12
104374,vap104374,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2685261 1245070.2),POINT (47.35096979508246 8.567067951047621),8
2245,vap2245,Zweirad,Velo,36,,,,,,0,öffentlicher Grund,POINT (2681900.5 1245461.9),POINT (47.3549186021337 8.522668606407748),3
104817,vap104817,Zweirad,Velo,14,,,,,beim Schulhaus Untermoos,0,öffentlicher Grund,POINT (2678829.2 1248250.4),POINT (47.38037135372358 8.482512399387184),9
100323,vap100323,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2680148 1252782.8),POINT (47.42097375825121 8.500786687262751),11
101290,vap101290,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2680399.8 1248106),POINT (47.37888292657313 8.503282435173254),3
101283,vap101283,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2680321.8 1248076.4),POINT (47.37862623444092 8.50224437036294),3
101281,vap101281,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2680071.8 1247977.8),POINT (47.37776991086351 8.49891664000314),3
100976,vap100976,Zweirad,Velo,14,,,,,,0,öffentlicher Grund,POINT (2682186 1247357),POINT (47.37192650124749 8.526794839631814),4
100972,vap100972,Zweirad,Velo,20,,,,,nur während Veranstaltungen in Eventhalle,0,öffentlicher Grund,POINT (2683083.5 1251857.5),POINT (47.41228840246693 8.539512397852379),11
100971,vap100971,Zweirad,Velo,20,,,,,nur während Veranstaltungen in Eventhalle,0,öffentlicher Grund,POINT (2683091.5 1251844.4),POINT (47.41216958123933 8.539615951722052),11
100969,vap100969,Zweirad,Velo,60,,,,,nur während Veranstaltungen in Eventhalle,0,öffentlicher Grund,POINT (2683127.2 1251782.4),POINT (47.41160749292285 8.540077396655166),11
100968,vap100968,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2683085 1251910.1),POINT (47.41276125889598 8.539542048329569),11
104373,vap104373,Zweirad,Velo,25,,,,,Personal ,0,öffentlicher Grund,POINT (2685797.2 1245439),POINT (47.35421698168722 8.574234286108949),8
100964,vap100964,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2683031 1252368.6),POINT (47.41689147947574 8.538911795266237),11
100671,vap100671,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2681656.8 1249475.2),POINT (47.39104207237996 8.520175462063568),5
104916,vap104916,Zweirad,Velo,36,,,,,,0,öffentlicher Grund,POINT (2683237.8 1253242.9),POINT (47.42472815508508 8.541814718568119),11
104814,vap104814,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2679972.2 1248225.8),POINT (47.38001237616963 8.497642235533169),9
104690,vap104690,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2681217.2 1242611.8),POINT (47.32937077186377 8.513109017459959),2
104689,vap104689,Zweirad,Velo,2,,,,,,0,öffentlicher Grund,POINT (2681217.2 1242632.9),POINT (47.32956053542084 8.513112839401108),2
104652,vap104652,Zweirad,Velo,3,,,,,,0,öffentlicher Grund,POINT (2682241.2 1243435.2),POINT (47.33664912129494 8.526805601806215),2
100962,vap100962,Zweirad,Velo,48,,,,,,0,öffentlicher Grund,POINT (2682925.8 1252011.6),POINT (47.41369414386966 8.537451676897966),11
2565,vap2565,Zweirad,Velo,220,,,,,Velostation am Zugang Andreasstrasse,0,öffentlicher Grund,POINT (2683585.2 1251896),POINT (47.4125711489236 8.546166432241128),11
2564,vap2564,Zweirad,Velo,312,,,,,Velostation in der Quartierverbindung Oerlikon,0,öffentlicher Grund,POINT (2683414.5 1251793.9),POINT (47.41167458366731 8.543885825329102),11
2561,vap2561,Zweirad,Velo,15,,,,,beim Schulhaus Balgrist,0,öffentlicher Grund,POINT (2686050.2 1245420.9),POINT (47.35402122271533 8.577579038486986),8
2243,vap2243,Zweirad,Velo,8,,,,,für Kantonsverwaltung,0,öffentlicher Grund,POINT (2683308.5 1248355.1),POINT (47.38076182281441 8.541840940003956),6
2242,vap2242,Zweirad,Velo,4,,,,,für Kantonsverwaltung,0,öffentlicher Grund,POINT (2683314.8 1248341.9),POINT (47.38064231397336 8.541921899472017),6
1936,vap1936,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2680456.2 1246798),POINT (47.36711263398433 8.503794107324998),3
1934,vap1934,Zweirad,Velo,16,,,,,,0,öffentlicher Grund,POINT (2682168.8 1247368.1),POINT (47.37202847289992 8.526569172603365),4
1933,vap1933,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2682231.5 1245637.9),POINT (47.35646023945295 8.52708150425237),2
1932,vap1932,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2682231.2 1245627.9),POINT (47.3563703424814 8.527075697975066),2
1930,vap1930,Zweirad,Velo,24,,,,,,0,öffentlicher Grund,POINT (2683213.8 1248622.9),POINT (47.38318220887899 8.540636836476393),6
1929,vap1929,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2683265.2 1248681.1),POINT (47.38369912731324 8.541328274225162),6
1926,vap1926,Zweirad,Velo,10,,,,,nur für Universität Zürich,0,öffentlicher Grund,POINT (2684292.5 1247439.8),POINT (47.37240506253114 8.554697467452378),7
1922,vap1922,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2683814 1247135.9),POINT (47.36973301408324 8.548305852857528),1
1925,vap1925,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2684357 1247457.5),POINT (47.37255599090125 8.555554697909111),7
1615,vap1615,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2683914.2 1246944.4),POINT (47.36799803218427 8.549596410286531),1
101296,vap101296,Zweirad,Velo,76,,,,,,0,öffentlicher Grund,POINT (2683260.5 1248162.4),POINT (47.37903487126577 8.541169530408926),1
104662,vap104662,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2682465.2 1243960.9),POINT (47.34134901924669 8.529865812366753),2
104554,vap104554,Zweirad,Velo,11,,,,,,0,öffentlicher Grund,POINT (2682848.2 1246847.5),POINT (47.3672614473263 8.53546716210529),2
100663,vap100663,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2680980.5 1246475.5),POINT (47.36414803392076 8.510676189102618),3
104538,vap104538,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2682568.2 1248487.6),POINT (47.38204663378105 8.5320632126059),5
100641,vap100641,Zweirad,Velo,10,,,,,,0,öffentlicher Grund,POINT (2681569.2 1246337.2),POINT (47.36283164542593 8.5184434528131),3
100334,vap100334,Zweirad,Velo,4,,,,,,0,öffentlicher Grund,POINT (2681705 1246310),POINT (47.36257020332838 8.520235991359153),3
100329,vap100329,Zweirad,Velo,24,,,,,Bahnhof Tiefenbrunnen (Mietboxen),gebührenpflichtig,öffentlicher Grund,POINT (2684856 1244999.8),POINT (47.35038891731694 8.561695113764081),8
104463,vap104463,Zweirad,Velo,114,,,,,,0,öffentlicher Grund,POINT (2682711 1248915.1),POINT (47.38587338081513 8.534033068335287),6
100004,vap100004,Zweirad,Velo,6,,,,,,0,öffentlicher Grund,POINT (2683472.5 1248119.5),POINT (47.37862223255608 8.543968484594615),1
100003,vap100003,Zweirad,Velo,40,,,,,beim Schulhaushaus Vorderberg (vor Turnhalle),0,öffentlicher Grund,POINT (2684556.2 1247902),POINT (47.3765279993249 8.558275818926711),7
23533,vap23533,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2679198.2 1248008.6),POINT (47.37815248979685 8.487355473671382),9
104942,vap104942,Zweirad,Velo,11,,,,,,0,öffentlicher Grund,POINT (2683075.5 1252282.9),POINT (47.4161151444307 8.53948547988816),11
104905,vap104905,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2685647 1250970.1),POINT (47.40397937219192 8.573305062111107),12
104904,vap104904,Zweirad,Velo,18,,,,,,0,öffentlicher Grund,POINT (2685324.8 1251057.8),POINT (47.40480990322308 8.569053776384161),12
104903,vap104903,Zweirad,Velo,8,,,,,,0,öffentlicher Grund,POINT (2685231.8 1251047.2),POINT (47.40472661782722 8.567819811590839),12
13453,vap13453,Zweirad,Velo,12,,,,,,0,öffentlicher Grund,POINT (2681469.5 1249239.2),POINT (47.38894282961245 8.517651993795804),5
24491,vap24491,Zweirad,Velo,20,,,,,am Eingang Sporthalle Hardau,0,öffentlicher Grund,POINT (2680844.8 1248501.6),POINT (47.38238626657594 8.509245879184299),4
9924,vap9924,Zweirad,Velo,44,,,,,,0,öffentlicher Grund,POINT (2679522.5 1249560.8),POINT (47.39207301252517 8.491925152595996),9
9923,vap9923,Zweirad,Velo,30,,,,,,0,öffentlicher Grund,POINT (2679517.5 1249547.4),POINT (47.39195310457081 8.491856552022977),9
22578,vap22578,Zweirad,Velo,50,,,,,Zürich Versicherung,0,öffentlicher Grund,POINT (2684359.2 1252095),POINT (47.41426209628885 8.556458462663656),11
23536,vap23536,Zweirad,Velo,40,,,,,,0,öffentlicher Grund,POINT (2680851.2 1249336.1),POINT (47.38989046223818 8.509481419822066),5
24490,vap24490,Zweirad,Velo,20,,,,,,0,öffentlicher Grund,POINT (2682857.5 1246342.2),POINT (47.36271591164504 8.535496768051653),2
23864,vap23864,Zweirad,Velo,9,,,,,,0,öffentlicher Grund,POINT (2681679 1245675.8),POINT (47.35686978481844 8.519776186042629),3
